"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"20",0.0244,0.0244,0.0264,0.0244,0.0264,0.0264,0.0264,0.0264,0.0285,0.0264,0.0264,0.0244,0.0325,0.0244,0.0224,0.0285,0.0264,0.0264,0.0244,0.0244,0.0244,0.0244,0.0224,0.0264
"21",0.0244,0.0244,0.0244,0.0285,0.0244,0.0285,0.0244,0.0285,0.0244,0.0285,0.0264,0.0285,0.0264,0.0264,0.0285,0.0244,0.0244,0.0264,0.0264,0.0224,0.0244,0.0244,0.0264,0.0244
"22",0.0244,0.0224,0.0264,0.0264,0.0244,0.0244,0.0244,0.0305,0.0244,0.0305,0.0285,0.0285,0.0264,0.0305,0.0285,0.0264,0.0264,0.0264,0.0264,0.0264,0.0285,0.0305,0.0305,0.0285
"23",0.0305,0.0346,0.0244,0.0325,0.0285,0.0285,0.0285,0.0264,0.0305,0.0285,0.0285,0.0305,0.0285,0.0305,0.0285,0.0285,0.0244,0.0264,0.0264,0.0305,0.0285,0.0264,0.0285,0.0264
"24",0.0264,0.0285,0.0264,0.0244,0.0285,0.0285,0.0264,0.0285,0.0305,0.0285,0.0244,0.0285,0.0264,0.0244,0.0244,0.0244,0.0224,0.0264,0.0264,0.0244,0.0244,0.0244,0.0244,0.0244
"25",0.0264,0.0264,0.0244,0.0244,0.0244,0.0264,0.0264,0.0264,0.0264,0.0244,0.0244,0.0244,0.0244,0.0224,0.0224,0.0244,0.0203,0.0183,0.0244,0.0224,0.0244,0.0244,0.0224,0.0224
"26",0.0224,0.0244,0.0224,0.0224,0.0224,0.0244,0.0244,0.0203,0.0244,0.0224,0.0224,0.0203,0.0244,0.0244,0.0244,0.0244,0.0183,0.0224,0.0244,0.0224,0.0224,0.0244,0.0244,0.0224
"27",0.0264,0.0224,0.0244,0.0224,0.0244,0.0224,0.0244,0.0224,0.0264,0.0244,0.0224,0.0224,0.0244,0.0224,0.0224,0.0244,0.0183,0.0244,0.0244,0.0244,0.0224,0.0224,0.0224,0.0244
"28",0.0244,0.0244,0.0203,0.0224,0.0264,0.0224,0.0224,0.0224,0.0203,0.0244,0.0203,0.0203,0.0244,0.0244,0.0203,0.0244,0.0224,0.0224,0.0244,0.0244,0.0224,0.0264,0.0244,0.0244
"29",0.0244,0.0244,0.0244,0.0264,0.0224,0.0244,0.0244,0.0244,0.0224,0.0244,0.0244,0.0264,0.0224,0.0244,0.0244,0.0244,0.0244,0.0244,0.0224,0.0224,0.0264,0.0224,0.0264,0.0244
"30",0.0264,0.0224,0.0224,0.0244,0.0264,0.0244,0.0264,0.0244,0.0264,0.0264,0.0264,0.0244,0.0264,0.0244,0.0264,0.0264,0.0264,0.0285,0.0244,0.0325,0.0264,0.0285,0.0244,0.0244
"31",0.0244,0.0244,0.0244,0.0285,0.0244,0.0244,0.0264,0.0264,0.0244,0.0224,0.0264,0.0264,0.0224,0.0468,0.0285,0.0244,0.0224,0.0244,0.0244,0.0244,0.0244,0.0264,0.0244,0.0244
"32",0.0264,0.0224,0.0244,0.0264,0.0264,0.0264,0.0264,0.0244,0.0244,0.0264,0.0244,0.0224,0.0244,0.0224,0.0244,0.0203,0.0244,0.0244,0.0244,0.0224,0.0244,0.0203,0.0244,0.0244
"33",0.0244,0.0264,0.0264,0.0224,0.0244,0.0244,0.0264,0.0264,0.0244,0.0244,0.0224,0.0224,0.0244,0.0244,0.0244,0.0203,0.0224,0.0244,0.0264,0.0224,0.0244,0.0244,0.0203,0.0244
"34",0.0224,0.0244,0.0244,0.0224,0.0224,0.0264,0.0264,0.0244,0.0244,0.0224,0.0244,0.0203,0.0224,0.0244,0.0244,0.0244,0.0244,0.0224,0.0224,0.0264,0.0224,0.0244,0.0244,0.0224
"35",0.0224,0.0244,0.0244,0.0244,0.0224,0.0264,0.0224,0.0224,0.0224,0.0244,0.0244,0.0203,0.0244,0.0244,0.0244,0.0244,0.0244,0.0224,0.0244,0.0244,0.0244,0.0244,0.0224,0.0224
"36",0.0244,0.0244,0.0244,0.0244,0.0264,0.0244,0.0244,0.0224,0.0244,0.0244,0.0244,0.0224,0.0244,0.0203,0.0224,0.0244,0.0244,0.0244,0.0264,0.0264,0.0244,0.0224,0.0244,0.0224
"37",0.0244,0.0244,0.0244,0.0203,0.0244,0.0244,0.0244,0.0264,0.0224,0.0244,0.0244,0.0224,0.0224,0.0244,0.0224,0.0224,0.0244,0.0244,0.0244,0.0224,0.0244,0.0264,0.0224,0.0244
"38",0.0244,0.0224,0.0224,0.0224,0.0224,0.0244,0.0264,0.0224,0.0244,0.0224,0.0224,0.0264,0.0224,0.0203,0.0244,0.0264,0.0224,0.0244,0.0224,0.0224,0.0264,0.0244,0.0244,0.0224
"39",0.0244,0.0224,0.0224,0.0264,0.0224,0.0244,0.0264,0.0244,0.0244,0.0244,0.0244,0.0224,0.0224,0.0244,0.0264,0.0244,0.0224,0.0244,0.0305,0.0224,0.0264,0.0244,0.0244,0.0244
"40",0.0244,0.0244,0.0244,0.0224,0.0244,0.0244,0.0203,0.0244,0.0244,0.0244,0.0224,0.0224,0.0244,0.0264,0.0244,0.0224,0.0244,0.0224,0.0244,0.0224,0.0224,0.0244,0.0244,0.0224
"41",0.0203,0.0264,0.0203,0.0224,0.0244,0.0244,0.0224,0.0244,0.0244,0.0244,0.0183,0.0264,0.0264,0.0244,0.0224,0.0244,0.0203,0.0264,0.0244,0.0203,0.0224,0.0244,0.0224,0.0244
"42",0.0224,0.0203,0.0244,0.0244,0.0224,0.0224,0.0224,0.0224,0.0244,0.0224,0.0224,0.0224,0.0244,0.0224,0.0244,0.0203,0.0224,0.0224,0.0203,0.0183,0.0203,0.0224,0.0224,0.0224
"43",0.0224,0.0183,0.0142,0.0224,0.0183,0.0203,0.0183,0.0163,0.0183,0.0203,0.0183,0.0163,0.0203,0.0183,0.0203,0.0203,0.0203,0.0224,0.0183,0.0224,0.0203,0.0203,0.0224,0.0244
"44",0.0183,0.0203,0.0244,0.0244,0.0244,0.0224,0.0224,0.0224,0.0224,0.0244,0.0183,0.0203,0.0203,0.0203,0.0224,0.0183,0.0224,0.0224,0.0244,0.0224,0.0244,0.0224,0.0244,0.0244
"45",0.0203,0.0224,0.0203,0.0244,0.0244,0.0244,0.0244,0.0264,0.0244,0.0264,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0224,0.0244,0.0244,0.0183,0.0264,0.0244,0.0244,0.0244
"46",0.0244,0.0244,0.0224,0.0244,0.0244,0.0264,0.0244,0.0244,0.0224,0.0224,0.0244,0.0224,0.0224,0.0224,0.0264,0.0264,0.0224,0.0244,0.0203,0.0224,0.0244,0.0224,0.0244,0.0244
"47",0.0244,0.0224,0.0244,0.0244,0.0244,0.0244,0.0244,0.0203,0.0264,0.0224,0.0264,0.0203,0.0224,0.0264,0.0244,0.0224,0.0244,0.0224,0.0264,0.0183,0.0224,0.0224,0.0244,0.0264
"48",0.0244,0.0224,0.0244,0.0244,0.0224,0.0244,0.0244,0.0244,0.0224,0.0244,0.0264,0.0244,0.0244,0.0224,0.0183,0.0224,0.0244,0.0203,0.0224,0.0285,0.0244,0.0224,0.0224,0.0244
"49",0.0224,0.0244,0.0224,0.0244,0.0244,0.0203,0.0224,0.0203,0.0203,0.0244,0.0224,0.0224,0.0224,0.0244,0.0224,0.0244,0.0244,0.0244,0.0224,0.0224,0.0224,0.0244,0.0264,0.0224
"50",0.0203,0.0224,0.0244,0.0244,0.0244,0.0244,0.0183,0.0224,0.0224,0.0244,0.0285,0.0264,0.0244,0.0224,0.0224,0.0244,0.0244,0.0224,0.0244,0.0244,0.0244,0.0224,0.0244,0.0224
"51",0.0224,0.0244,0.0224,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0264,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0203
"52",0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0264,0.0264,0.0244,0.0244,0.0224,0.0244,0.0203,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0264,0.0244
"53",0.0264,0.0224,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0671,0.0224,0.0244,0.0244,0.0244,0.0244,0.0244,0.0264,0.0203,0.0244,0.0264,0.0224,0.0224,0.0244
"54",0.0244,0.0244,0.0244,0.0224,0.0244,0.0244,0.0244,0.0264,0.0244,0.0244,0.0264,0.0203,0.0285,0.0244,0.0203,0.0244,0.0244,0.0264,0.0264,0.0264,0.0244,0.0244,0.0244,0.0244
"55",0.0224,0.0244,0.0224,0.0244,0.0244,0.0244,0.0264,0.0244,0.0285,0.0244,0.0285,0.0244,0.0264,0.0264,0.0305,0.0244,0.0244,0.0264,0.0244,0.0285,0.0305,0.0244,0.0244,0.0264
"56",0.0264,0.0224,0.0264,0.0264,0.0244,0.0264,0.0244,0.0244,0.0244,0.0244,0.0224,0.0224,0.0264,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0285,0.0244,0.0224,0.0285,0.0224
"57",0.0244,0.0244,0.0244,0.0244,0.0264,0.0244,0.0224,0.0244,0.0244,0.0244,0.0244,0.0264,0.0244,0.0264,0.0244,0.0264,0.0285,0.0285,0.0285,0.0264,0.0244,0.0244,0.0264,0.0264
"58",0.0264,0.0244,0.0224,0.0244,0.0224,0.0244,0.0264,0.0224,0.0264,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0224,0.0264,0.0244,0.0244,0.0244,0.0244,0.0244,0.0224,0.0224
"59",0.0285,0.0244,0.0244,0.0244,0.0244,0.0264,0.0285,0.0224,0.0244,0.0244,0.0264,0.0244,0.0244,0.0244,0.0244,0.0264,0.0203,0.0264,0.0224,0.0224,0.0224,0.0244,0.0264,0.0244
"60",0.0224,0.0244,0.0244,0.0244,0.0244,0.0264,0.0244,0.0244,0.0244,0.0244,0.0244,0.0264,0.0244,0.0244,0.0224,0.0244,0.0224,0.0264,0.0224,0.0264,0.0244,0.0244,0.0244,0.0244
"61",0.0244,0.0264,0.0244,0.0264,0.0244,0.0244,0.0224,0.0244,0.0264,0.0387,0.0244,0.0244,0.0244,0.0244,0.0203,0.0224,0.0224,0.0244,0.0244,0.0224,0.0244,0.0244,0.0224,0.0224
"62",0.0244,0.0244,0.0244,0.0224,0.0203,0.0224,0.0203,0.0244,0.0244,0.0183,0.0244,0.0203,0.0203,2.071,1.6336,2.9926,3.6212,3.6151,3.5866,3.5337,3.4239,3.377,3.3404,3.3791
"63",3.4198,3.4463,3.3933,3.3404,3.3323,3.3404,3.3343,3.3506,3.3669,3.4158,3.43,3.4707,3.4747,3.489,3.4788,3.4727,3.4768,3.4808,3.4768,3.4524,3.4524,3.4747,3.4564,3.432
"64",3.4483,3.4747,3.4747,3.4605,3.4239,3.4198,3.428,3.4239,3.43,3.493,3.5296,3.5296,3.5459,3.6212,3.6985,3.6863,3.7249,3.7107,3.6944,3.6924,3.6924,3.6782,3.6395,3.6233
"65",3.5947,3.5764,3.5357,3.5032,3.493,3.4808,3.4727,3.4869,3.5378,3.6192,3.6131,3.6416,3.6843,3.7636,3.6883,3.6314,3.6253,3.5927,3.5805,3.5825,3.5744,3.5703,3.5662,3.5581
"66",3.5317,3.5296,3.5012,3.4991,3.4869,3.4768,3.4788,3.489,3.5357,3.5805,3.7168,3.6985,3.5988,3.5866,3.5927,3.5968,3.6294,3.5927,3.5886,3.5805,3.5744,3.5805,3.5845,3.5215
"67",3.4483,3.4361,3.4585,3.3893,3.3506,3.3364,3.3364,3.3384,3.2977,3.2977,3.3364,3.3893,3.4178,3.4239,3.4666,3.4727,3.4747,3.4666,3.43,3.428,3.4442,3.3486,3.3282,3.3262
"68",3.3343,3.2977,3.2794,3.2835,3.2733,3.2733,3.2672,3.2937,3.3262,3.3811,3.5195,3.5052,3.4137,3.4035,3.3974,3.4219,3.4259,3.4117,3.3933,3.3933,3.375,3.3486,3.3323,3.3364
"69",3.3303,3.2977,3.2896,3.2835,3.2835,3.2794,3.2733,3.2916,3.3303,3.375,3.4869,3.491,3.3954,3.3811,3.3831,3.3913,3.4137,3.4158,3.3933,3.3872,3.373,3.3506,3.3364,3.3343
"70",3.2998,3.2855,3.2835,3.2794,3.2855,3.2794,3.2794,3.2998,3.3343,3.4015,3.5317,3.5012,3.43,3.428,3.4239,3.4158,3.4056,3.4219,3.3974,3.3709,3.4056,3.4076,3.3872,3.3791
"71",3.3608,3.3364,3.3445,3.3384,3.3343,3.3323,3.3323,3.3567,3.3791,3.5073,3.5825,3.5561,3.4768,3.4768,3.4747,3.489,3.5154,3.491,3.5195,3.493,3.4646,3.4341,3.43,3.428
"72",3.4239,3.3974,3.3791,3.3648,3.3343,3.3323,3.3425,3.375,3.4198,3.5642,3.6151,3.6558,3.6009,3.6314,3.6314,3.6395,3.6497,3.5886,3.5744,3.5378,3.5317,3.5296,3.5215,3.4768
"73",3.3933,3.377,3.3648,3.3323,3.3343,3.3282,3.3404,3.3547,3.4096,3.4768,3.607,3.5886,3.4849,3.493,3.491,3.5134,3.5378,3.5357,3.5317,3.4463,3.4402,3.4605,3.4544,3.432
"74",3.4463,3.4625,3.4442,3.4239,3.3893,3.3933,3.428,3.4524,3.5073,3.7127,3.7921,3.7758,3.6863,3.6802,3.6843,3.6863,3.6944,3.6944,3.6639,3.607,3.5805,3.5642,3.5418,3.5378
"75",3.5296,3.5052,3.4747,3.4361,3.432,3.4605,3.4768,3.5256,3.5825,3.6822,3.788,3.8206,3.7737,3.7839,3.7819,3.8002,3.786,3.7473,3.6904,3.6334,3.5988,3.5907,3.5845,3.5784
"76",3.5601,3.5296,3.5296,3.5317,3.5296,3.5276,3.4991,3.5581,3.6008,3.7168,3.8043,3.8206,3.7819,3.7859,3.7819,3.7839,3.7778,3.7392,3.7066,3.67,3.6395,3.6212,3.6049,3.5744
"77",3.5764,3.5744,3.5662,3.5296,3.5256,3.5235,3.5215,3.5439,3.6395,3.6822,3.7148,3.7392,3.7534,3.7656,3.8186,3.7737,3.7351,3.6721,3.6253,3.6192,3.5825,3.5703,3.5662,3.5622
"78",3.5601,3.552,3.5683,3.5683,3.5561,3.5683,3.5662,3.6273,3.7392,3.8328,3.9223,3.8755,3.786,3.7636,3.7737,3.7697,3.7595,3.6924,3.5866,3.55,3.5012,3.4707,3.4503,3.4178
"79",3.3791,3.3689,3.4178,3.4463,3.4117,3.3811,3.3587,3.3974,3.4503,3.5581,3.6008,3.6212,3.5174,3.5073,3.5235,3.55,3.5601,3.5235,3.5235,3.5256,3.5134,3.4869,3.4829,3.5703
"80",3.5825,3.5622,3.5622,3.5459,3.5154,3.489,3.5134,3.5968,3.7595,3.8409,3.8979,3.8714,3.7758,3.7656,3.7697,3.7859,3.7473,3.7554,3.7371,3.727,3.7066,3.6863,3.6599,3.6558
"81",3.6233,3.6253,3.5764,3.5784,3.5948,3.5703,3.552,3.6171,3.7209,3.8165,3.9101,3.8918,3.8267,3.8267,3.8348,3.8572,3.8552,3.8267,3.8247,3.8002,3.79,3.6497,3.5154,3.4768
"82",3.4808,3.4463,3.4097,3.3933,3.4097,3.375,3.3791,3.5052,3.6822,3.7554,3.7819,3.7656,3.6924,3.6761,3.6334,3.5805,3.5764,3.5784,3.5968,3.5825,3.5622,3.5337,3.43,3.428
"83",3.4646,3.4686,3.428,3.4015,3.3872,3.373,3.4056,3.5073,3.6355,3.6985,3.6558,3.6314,3.6253,3.609,3.5886,3.5866,3.6008,3.6172,3.5825,3.5744,3.5256,3.4646,3.5073,3.5886
"84",3.5215,3.5113,3.5052,3.491,3.4625,3.43,3.4788,3.609,3.6924,3.7453,3.727,3.6354,3.5642,3.5764,3.5642,3.5764,3.5703,3.5398,3.5662,3.5723,3.5703,3.5683,3.5317,3.5052
"85",3.489,3.5276,3.5398,3.489,3.4971,3.4991,3.493,3.5988,3.7656,3.8348,3.8653,3.8308,3.7554,3.7493,3.7351,3.731,3.7554,3.7412,3.731,3.7331,3.729,3.7209,3.7982,3.7758
"86",3.6843,3.6578,3.7514,3.6314,3.6069,3.552,3.607,3.6192,3.7127,3.7962,3.8511,3.8063,3.7839,3.7798,3.8043,3.8104,3.8023,3.8165,3.8165,3.7819,3.7819,3.7778,3.7514,3.7188
"87",3.6761,3.6314,3.5723,3.5337,3.5032,3.4808,3.4463,3.5073,3.6293,3.7046,3.7371,3.7412,3.7473,3.8063,3.8633,3.8755,3.8755,3.8531,3.8308,3.7961,3.8043,3.7778,3.7371,3.731
"88",3.7249,3.6863,3.6131,3.5825,3.5784,3.5927,3.5866,3.666,3.7615,3.8287,3.8714,3.9121,3.9223,3.967,3.9915,4.0627,3.963,3.8714,3.8226,3.8389,3.8348,3.7819,3.7737,3.7453
"89",3.6639,3.6008,3.6049,3.6171,3.5723,3.609,3.6436,3.7026,3.7697,3.8958,3.9507,3.9101,3.8206,3.7798,3.786,3.7819,3.7717,3.7514,3.7493,3.7392,3.7188,3.6863,3.6802,3.6741
"90",3.6436,3.6334,3.6253,3.5846,3.5744,3.5723,3.5805,3.6904,3.8023,3.8714,3.9121,3.8348,3.7737,3.7697,3.7839,3.7839,3.7798,3.7758,3.7493,3.6965,3.6599,3.668,3.6639,3.6477
"91",3.67,3.6578,3.6517,3.6294,3.6111,3.5744,3.6049,3.7127,3.788,3.8531,3.9182,3.9223,3.9223,3.9507,3.9935,4.0667,4.0749,3.9976,3.8775,3.8247,3.788,3.7717,3.7676,3.7717
"92",3.7656,3.7575,3.7351,3.7188,3.7148,3.7046,3.7107,3.7168,3.7432,3.7229,3.668,3.6395,3.6294,3.6477,3.6578,3.6904,0.3967,0.0122,0.0122,0.0163,0.0203,0.0203,0.0183,0.0203
"93",0.0142,0.0224,0.0163,0.0183,0.0203,0.0203,0.0203,0.0203,0.0183,0.0224,0.0163,0.0244,0.0224,0.0244,0.0203,0.0203,0.0203,0.0183,0.0224,0.0224,0.0244,0.0244,0.0224,0.0244
"94",0.0224,0.0244,0.0224,0.0203,0.0183,0.0244,0.0224,0.0244,0.0224,0.0244,0.0244,0.0224,0.0203,0.0244,0.0224,0.0203,0.0203,0.0224,0.0224,0.0224,0.0244,0.0224,0.0224,0.0183
"95",0.0244,0.0183,0.0224,0.0224,0.0203,0.0244,0.0244,0.0224,0.0244,0.0224,0.0203,0.0224,0.0203,0.0183,0.0183,0.0224,0.0244,0.0244,0.0203,0.0244,0.0224,0.0183,0.0203,0.0142
"96",0.0203,0.0203,0.0224,0.0142,0.0203,0.0224,0.0224,0.0224,0.0244,0.0203,0.0264,0.0163,0.0224,0.0244,0.0244,0.0224,0.0224,0.0224,0.0224,0.0183,0.0203,0.0224,0.0244,0.0203
"97",0.0244,0.0224,0.0244,0.0203,0.0244,0.0244,0.0224,0.0224,0.0244,0.0224,0.0203,0.0203,0.0203,0.0224,0.0244,0.0203,0.0203,0.0203,0.0224,0.0224,0.0183,0.0244,0.0203,0.0224
"98",0.0224,0.0203,0.0244,0.0224,0.0224,0.0183,0.0203,0.0183,0.0224,0.0203,0.0244,0.0203,0.0264,0.0203,0.0244,0.0224,0.0244,0.0244,0.0224,0.0244,0.0244,0.0224,0.0244,0.0244
"99",0.0244,0.0224,0.0244,0.0264,0.0244,0.0264,0.0224,0.0244,0.0244,0.0203,0.0224,0.0244,0.0244,0.0224,0.0264,0.0244,0.0244,0.0244,0.0244,0.0224,0.0244,0.0203,0.0203,0.0264
"100",0.0224,0.0244,0.0244,0.0244,0.0224,0.0244,0.0244,0.0244,0.0264,0.0224,0.0244,0.0244,0.0244,0.0244,0.0224,0.0244,0.0264,0.0244,0.0224,0.0264,0.0244,0.0244,0.0224,0.0264
"101",0.0244,0.0244,0.0224,0.0224,0.0244,0.0224,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0244,0.0224,0.0244,0.0244,0.0244,0.0244,0.0264,0.0244,0.0244,0.0244
"102",0.0244,0.0244,0.0244,0.0244,0.0244,0.0224,0.0244,0.0224,0.0264,0.0264,0.0244,0.0244,0.0264,0.0244,0.0224,0.0203,0.0244,0.0224,0.0183,0.0244,0.0264,0.0244,0.0224,0.0224
"103",0.0244,0.0224,0.0244,0.0224,0.0203,0.0224,0.0224,0.0203,0.0203,0.0224,0.0224,0.0224,0.0163,0.0203,0.0183,0.0163,0.0163,0.0183,0.0224,0.0183,0.0183,0.0163,0.0163,0.0163
"104",0.0183,0.0163,0.0183,0.0203,0.0163,0.0183,0.0224,0.0142,0.0163,0.0142,0.0163,0.0183,0.0183,0.0122,0.0163,0.0183,0.0163,0.0163,0.0183,0.0163,0.0183,0.0203,0.0183,0.0163
"105",0.0163,0.0183,0.0203,0.0183,0.0203,0.0163,0.0203,0.0203,0.0183,0.0224,0.0183,0.0203,0.0224,0.0203,0.0163,0.0183,0.0203,0.0183,0.0183,0.0183,0.0183,0.0203,0.0203,0.0224
"106",0.0203,0.0183,0.0163,0.0183,0.0183,0.0203,0.0163,0.0183,0.0203,0.0203,0.0224,0.0224,0.0244,0.0203,0.0244,0.0203,0.0183,0.0183,0.0183,0.0203,0.0203,0.0183,0.0203,0.0183
"107",0.0203,0.0183,0.0224,0.0163,0.0163,0.0142,0.0183,0.0183,0.0122,0.0142,0.0122,0.0163,0.0142,0.0142,0.0183,0.0122,0.0183,0.0142,0.0122,0.0163,0.0142,0.0142,0.0163,0.0122
"108",0.0142,0.0122,0.0142,0.0122,0.0142,0.0163,0.0142,0.0163,0.0142,0.0142,0.0163,0.0163,0.0183,0.0163,0.0163,0.0163,0.0163,0.0122,0.0163,0.0163,0.0142,0.0163,0.0142,0.0122
"109",0.0122,0.0183,0.0142,0.0203,0.0142,0.0163,0.0163,0.0183,0.0142,0.0142,0.0163,0.0163,0.0163,0.0142,0.0224,0.0203,0.0163,0.0203,0.0163,0.0163,0.0163,0.0122,0.0183,0.0203
"110",0.0183,0.0142,0.0163,0.0203,0.0163,0.0163,0.0142,0.0122,0.0163,0.0163,0.0163,0.0183,0.0163,0.0163,0.0163,0.0203,0.0183,0.0142,0.0203,0.0183,0.0163,0.0142,0.0142,0.0142
"111",0.0142,0.0142,0.0142,0.0142,0.0163,0.0142,0.0142,0.4069,0.2482,0.3092,0.5086,0.6347,0.3967,0.7792,9.3073,10.0275,10.1048,10.2004,10.709,10.5157,10.355,10.1434,10.1373,9.9013
"112",9.3887,9.1669,8.7722,8.3267,8.0094,8.0907,8.5627,8.9696,9.7651,9.9156,10.3448,10.829,11.1383,12.8695,15.7095,16.9077,17.6055,13.138,12.3711,18.9096,15.9434,15.4715,13.3252,11.7648
"113",12.0924,16.7592,15.2029,13.374,12.2165,14.0026,22.2866,15.0361,11.4922,11.8238,11.3315,10.6764,10.7294,11.2338,11.6448,11.7486,11.6123,7.1875,7.3706,10.6459,12.1432,11.7893,14.8591,15.4633
