"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"65",54,55,58,81,155,151,99,77,49,46,58,75,78,83,98,111,97,53,45,46,70,105,118,126
"66",129,137,137,134,125,132,136,149,139,151,122,134,63,63,48,31,26,28,30,104,108,53,34,39
"67",42,44,51,64,67,61,58,73,60,24,20,15,16,14,13,13,13,17,17,27,41,17,11,39
"68",11,11,9,8,8,9,10,14,17,13,12,12,11,9,8,10,12,14,19,24,19,18,18,39
"69",11,9,9,6,7,8,11,13,18,14,12,10,9,8,7,6,8,10,13,20,25,31,46,36
"70",31,21,12,9,10,10,11,12,14,9,7,9,10,8,8,7,8,10,16,19,31,38,49,36
"71",48,54,62,60,54,26,19,17,15,11,22,40,21,21,24,26,26,28,35,46,55,52,56,66
"72",79,103,102,77,86,59,53,43,52,47,46,46,52,42,34,24,25,33,49,64,55,47,48,66
"73",52,61,12,9,8,9,10,16,17,14,16,21,19,18,18,23,29,56,107,75,53,60,48,66
"74",68,110,83,90,124,118,115,101,92,89,64,46,43,33,29,25,27,41,56,101,117,124,48,66
"75",139,145,146,147,133,117,112,125,131,89,110,122,114,132,112,99,111,97,96,106,113,106,90,79
"76",66,59,48,47,48,48,51,57,70,94,137,167,173,189,190,188,160,173,148,142,150,159,135,98
"77",93,75,52,38,29,24,24,27,29,28,26,26,30,31,35,38,39,39,44,43,47,44,45,98
"78",48,52,56,58,68,82,93,109,118,69,40,36,17,9,9,9,10,16,21,24,53,79,70,98
"79",57,46,31,25,18,16,18,24,31,39,33,25,25,33,32,41,36,34,41,56,68,80,94,132
"80",149,167,185,192,194,190,179,140,147,132,73,46,39,51,34,42,56,51,52,55,67,118,231,260
"81",265,245,211,192,182,175,171,163,156,149,122,90,83,55,52,37,39,78,83,102,119,120,119,141
"82",110,61,40,36,38,34,26,23,27,34,35,28,24,25,22,18,15,25,27,27,24,22,18,23
"83",44,45,42,47,46,56,55,48,43,44,48,42,16,11,11,9,9,10,11,16,21,34,47,64
"84",54.4872975991066,89,55,79,40,39,33,95,72,40,45,38,28,21,17,17,20,17,14,17,19,25,46,51
"85",58,61,82,98,110,111,159,195,112,54,43,30,24,19,22,21,19,21,27,33,159,150,134,188
"86",235,218,187,130,75,66,56,49,47,47,62,73,77,72,50,59,58,60,64,73,99,135,135,134
"87",145,216,126,75,76,82,182,199,202,194,158,146,96,79,55,32,33,33,26,35,45,52,46,33
"88",48,40,35,30,25,23,26,32,40,46,55,73,77,70,66,76,90,87,95,80,80,84,85,87
"89",86,100,105,14,5,5,7,12,20,17,16,12,29,13,11,10,7,9,9,12,22,30,20,20
"90",23,40,40,48,39,42,54,42,35,33,18,14,15,11,12,14,16,22,41,53,61,62,43,27
"91",38,36,28,34,45,68,75,82,94,110,116,107,116,119,133,131,156,175,182,127,99,86,71,27
"92",44,35,31,27,21,23,26,33,50,59,58,72,109,104,100,88,92,77,83,97,91,36,20,19
"93",18,16,17,17,19,20,16,20,21,22,35,8,4,4,5,4,4,6,8,11,16,25,15,11
"94",10,10,10,12,18,24,28,26,22,25,27,29,25,14,10,11,11,12,14,14,20,23,21,23
"95",25,23,23,27,24,19,16,18,28,42,49,52,41,30,27,20,18,20,26,36,46,47,44,59
"96",58,64,72,76,79,70,43,43,23,21,15,8,8,7,7,5,5,5,6,14,55,67,79,72
"97",70,60,48,40,41,58,52,52,64,70,54,73,88,100,92,79,67,59,49,45,35,28,23,21
"98",20,22,26,31,35,42,51,60,56,41,14,7,8,7,8,9,10,10,10,13,17,17,23,39
"99",47,62,72,105,59,41,32,42,61,55,28,14,10,10,10,11,28,50,43,28,27,89,80,67
"100",47,40,26,14,20,20,15,34,27,19,15,16,15,13,10,10,10,11,13,15,24,34,49,71
"101",54.4872975991066,24,13,14,25,78,62,40,36,38,34,13,8,9,12,19,29,18,16,15,21,41,28,47
"102",49,46,54,58,60,74,82,87,118,63,28,22,22,21,20,15,17,23,30,47,57,52,58,49
"103",42,47,49,28,24,26,30,33,33,40,48,57,65,75,69,60,57,49,56,75,98,89,71,74
"104",86,69,77,89,83,67,68,77,89,60,48,32,31,42,75,93,122,156,162,158,159,129,127,158
"105",186,192,176,163,154,69,61,41,49,58,53,38,37,43,45,48,47,47,45,56,64,72,104,115
"106",103,94,78,82,73,68,61,52,48,54.4872975991066,35,29,29,32,30,36,54.4872975991066,40,37,44,43,54.4872975991066,44,45
"107",49,53,56,61,67,60,50,54.4872975991066,50,52,50,48,48,47,40,35,41,47,53,58,76,70,47,46
"108",45,50,60,47,37,41,35,32,30,33,34,35,18,16,54.4872975991066,26,20,20,20,23,39,53,58,58
"109",52,49,50,53,60,59,60,63,66,58,51,45,44,35,29,29,23,21,31,33,40,41,39,58
"110",43,45,54,66,79,67,57,57,50,46,37,37,31,23,15,13,15,19,26,28,13,9,11,13
"111",15,19,21,24,26,26,26,30,36,39,41,50,58,61,54,49,50,48,43,30,21,22,25,13
"112",24,25,24,27,32,33,33,34,66,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066
"113",54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,20,23,23,22,22,23,25,31,35,31,33,33,39,54.4872975991066
"114",55,51,46,22,17,19,18,23,27,13,11,8,7,9,9,11,10,14,17,16,21,61,78,116
"115",92,74,64,99,73,65,59,70,73,62,45,42,38,43,48,50,51,52,54,50,39,39,42,47
"116",62,69,63,72,84,99,45,35,29,62,42,50,42,44,48,40,47,51,44,28,43,51,59,51
"117",49,58,58,64,88,72,66,56,64,52,45,44,34,29,26,27,23,21,23,29,41,46,51,53
"118",49,60,57,50,48,51,42,44,38,29,21,20,19,23,29,29,24,21,16,17,20,22,51,53
"119",19,18,20,22,23,25,22,23,22,23,17,16,16,14,14,14,12,12,12,14,18,22,25,32
"120",35,33,34,70,59,59,70,80,85,69,44,27,29,23,24,28,51,62,72,99,88,85,68,66
"121",66,54,53,49,53,64,54,59,84,100,108,95,72,67,64,57,47,44,45,51,64,89,115,113
"122",103,80,70,74,96,105,99,95,89,85,86,91,90,80,75,73,67,67,69,74,77,78,77,113
"123",73,70,73,65,59,57,56,54,52,56,40,41,45,75,69,47,43,25,36,27,38,37,32,31
"124",29,26,22,18,14,10,9,8,8,10,10,10,10,10,7,6,6,6,6,5,5,4,5,4
"125",4,3,4,5,5,7,7,8,9,10,10,9,8,9,9,11,13,17,18,28,35,48,73,71
"126",53,50,54,67,52,49,54,61,52,37,26,18,19,18,16,17,19,20,22,20,24,27,26,71
"127",27,31,37,38,44,47,45,48,40,24,19,7,7,13,33,34,45,64,64,70,57,50,40,28
"128",23,21,20,20,24,13,15,13,29,17,10,11,12,10,10,9,10,29,11,61,43,108,107,114
"129",106,76,55,42,46,41,34,31,26,24,21,64,73,36,35,33,39,63,33,52,36,50,68,41
"130",28,28,33,42,58,95,114,112,114,106,95,81,45,27,27,21,18,17,17,33,56,58,66,140
"131",103,106,105,112,117,127,124,162,135,119,73,30,18,13,11,12,12,11,11,11,18,24,35,49
"132",80,101,76,76,85,73,54,49,47,35,36,39,47,63,53,49,45,51,54,46,61,76,48,30
"133",29,32,42,62,68,71,74,78,93,97,112,110,42,24,28,23,18,19,21,21,20,20,19,23
"134",29,34,36,48,52,63,72,94,83,62,50,39,33,22,16,10,10,12,13,14,15,16,19,22
"135",20,18,22,25,23,22,21,19,19,17,16,17,17,17,19,16,18,23,36,65,58,53,43,39
"136",44,34,30,25,15,54.4872975991066,12,16,23,36,56,84,72,54.4872975991066,47,38,54.4872975991066,17,17,27,46,50,56,64
"137",76,76,82,75,70,77,81,78,65,53,40,54.4872975991066,34,27,23,25,28,54.4872975991066,33,35,39,37,32,35
"138",33,25,26,27,36,32,31,30,38,48,49,49,54.4872975991066,49,34,28,27,27,28,28,31,36,38,29
"139",42,38,40,39,37,34,31,31,31,31,38,34,30,28,28,29,32,37,35,33,42,51,50,29
"140",32,33,31,30,33,37,41,43,55,59,54,48,46,42,43,48,41,53,67,75,78,63,49,29
"141",43,34,26,28,26,26,28,33,37,38,41,38,28,20,17,16,15,16,17,20,28,32,40,46
"142",40,38,44,45,52,68,79,80,89,79,46,28,31,32,38,50,47,39,34,38,53,57,78,110
"143",33,15,10,23,21,21,18,15,15,13,11,12,13,14,13,14,16,21,41,42,53,57,78,110
"144",48,50,45,70,115,121,147,101,77,59,46,23,26,33,13,14,16,21,41,42,53,57,78,110
"145",78,91,102,88,71,60,59,41,30,19,28,38,33,28,24,28,33,21,41,42,53,57,78,110
"146",33,31,33,36,11,14,12,12,12,16,23,34,39,28,24,28,33,21,41,42,53,57,78,110
"147",53,54,64,62,64,68,63,56,49,53,47,11,6,6,6,8,10,7,7,8,12,30,51,56
"148",59,38,36,34,33,40,35,29,28,28,30,30,54,33,21,30,25,42,19,18,20,27,28,42
"149",55,60,51,30,24,24,22,26,42,85,57,53,49,38,25,21,24,58,41,42,41,54,43,35
"150",40,56,57,69,81,91,74,15,14,12,9,7,15,8,9,9,8,14,10,11,15,27,27,25
"151",73,70,73,65,59,57,56,54,52,56,40,41,45,75,69,47,43,25,36,27,38,37,32,31
"152",18,22,17,18,20,54.4872975991066,63,16,9,10,10,9,10,9,9,9,8,15,10,12,21,32,44,58
"153",99,114,103,63,63,72,67,89,75,76,64,26,13,32,12,11,13,23,13,14,18,26,41,66
"154",73,78,86,67,51,47,57,76,87,82,52,49,41,31,17,13,11,15,12,14,17,19,21,30
"155",46,56,64,63,74,67,52,41,41,62,51,32,30,31,30,24,25,28,26,25,29,35,55,60
"156",60,70,80,65,37,36,33,36,35,45,36,51,60,56,54,48,45,49,42,36,32,38,40,30
"157",25,28,36,37,39,45,55,50,45,38,48,55,50,37,42,44,28,24,25,26,27,26,23,24
"158",35,34,31,32,37,46,45,40,40,46,43,40,32,44,34,18,16,15,16,15,17,22,18,13
"159",10,8,8,8,10,14,12,10,12,16,15,15,11,10,11,14,12,11,13,13,14,19,23,28
"160",31,40,48,51,55,57,68,82,93,72,43,50,36,18,13,16,16,15,14,13,19,28,38,106
"161",102,105,95,72,94,113,128,67,43,48,35,34,30,34,39,35,31,26,22,21,19,28,38,106
"162",20,22,24,27,31,33,32,35,35,37,43,47,46,38,32,39,44,31,37,34,32,52,58,50
"163",46,38,36,35,36,38,34,18,16,16,22,21,20,16,16,18,24,20,20,20,19,21,29,52
"164",63,70,63,60,50,39,42,48,55,49,45,36,31,19,19,15,12,16,19,20,22,29,30,37
"165",44,44,51,71,75,84,82,73,68,80,80,46,24,19,18,13,12,11,10,10,14,21,35,49
"166",46,48,47,56,63,75,69,63,66,64,39,28,34,20,17,15,22,27,39,42,43,57,59,48
"167",50,48,48,49,48,47,60,51,34,23,18,16,22,27,26,28,26,26,23,21,24,31,44,47
"168",40,45,55,69,72,74,83,50,55,59,52,57,65,65,55,41,36,26,12,12,18,18,21,25
"169",31,68,107,138,169,164,113,73,68,65,67,72,71,78,83,75,63,60,63,63,67,74,78,83
"170",101,100,99,89,61,50,41,27,37,33,36,42,49,55,54,52,55,60,46,31,36,44,48,54
"171",52,42,34,29,31,31,47,61,73,66,25,20,18,16,13,12,11,11,13,17,20,26,37,54
"172",43,54,61,63,61,62,58,54,45,40,40,34,35,41,62,65,62,70,70,69,72,71,71,66
"173",64,57,52,55,54,50,56,52,48,47,54,57,63,67,68,70,53,39,37,40,42,37,36,40
"174",39,41,48,52,53,64,58,45,40,36,27,21,18,23,23,26,31,28,28,28,26,26,23,20
"175",21,22,23,24,27,28,31,39,54,46,40,38,31,21,22,27,30,30,28,27,30,9,10,12
"176",12,17,23,24,23,26,23,24,21,11,7,7,6,5,4,5,6,8,7,7,8,8,10,10
"177",10,12,12,16,15,18,21,17,12,13,16,24,17,16,11,12,9,7,7,7,9,15,20,27
"178",27,26,27,45,44,57,53,67,73,72,65,37,21,16,15,16,13,11,12,14,19,30,39,35
"179",31,30,34,37,38,40,35,36,41,40,42,49,56,60,69,65,68,60,53,52,54,61,70,80
"180",89,95,103,111,123,124,111,95,64,60,50,54.4872975991066,31,34,36,42,51,50,53,52,54,61,70,80
"181",48,55,56,46,36,37,41,43,42,48,54,59,61,54,37,29,23,17,13,12,12,16,21,22
"182",22,24,24,25,28,30,27,26,24,23,20,23,42,56,38,35,38,35,10,14,21,19,20,22
"183",26,33,26,28,25,22,30,54.4872975991066,32,33,42,33,29,28,22,18,13,10,7,9,9,10,10,17
"184",36,33,34,36,41,49,39,18,18,13,8,7,7,5,4,4,4,5,7,21,23,24,37,39
"185",41,48,60,71,92,106,86,64,60,57,33,32,23,21,11,11,11,17,32,50,47,34,37,37
"186",38,47,58,88,94,94,93,89,87,88,90,69,51,35,32,28,28,37,53,62,75,98,113,109
"187",111,113,94,89,77,63,55,67,49,45,35,31,29,35,39,54,70,67,70,38,22,32,51,59
"188",36,16,14,17,16,18,21,28,23,24,22,25,31,42,44,45,41,24,20,26,27,19,20,26
"189",25,27,35,43,54,39,32,29,31,29,29,27,29,28,33,36,39,38,41,43,40,43,38,25
"190",24,23,26,34,33,35,37,27,29,26,20,20,21,24,25,30,36,37,39,40,45,56,49,47
"191",40,37,35,40,49,49,51,50,57,55,35,32,27,23,22,30,29,33,20,18,23,28,30,23
"192",23,23,20,17,22,35,46,39,26,23,27,29,34,45,49,60,59,66,71,72,80,85,89,73
"193",32,22,27,33,49,47,46,40,34,29,28,28,25,28,27,25,25,25,24,28,31,22,21,22
"194",22,23,25,27,29,29,31,30,26,24,23,19,23,33,42,49,49,41,18,16,12,10,8,8
"195",8,8,8,9,15,20,21,18,9,13,16,15,12,8,5,7,7,8,10,12,16,20,49,34
"196",27,27,39,42,27,25,28,30,25,25,22,20,16,9,7,7,6,5,5,5,5,6,8,34
"197",10,11,12,14,17,16,18,19,22,23,26,28,29,33,34,32,36,31,29,32,34,42,52,65
"198",61,63,65,87,100,113,111,103,91,94,62,52,22,24,24,67,77,87,74,69,87,104,109,98
"199",91,71,67,73,120,105,73,58,59,76,80,79,58,47,36,34,34,31,30,27,38,41,47,44
"200",57,56,64,73,82,90,88,84,75,49,45,41,57,32,26,35,26,61,65,76,64,55,55,57
"201",67,70,80,86,65,49,49,46,40,37,25,23,22,21,19,19,51,74,94,100,107,55,55,57
"202",118,116,108,107,73,65,46,85,75,30,18,18,22,27,31,30,28,31,27,29,38,45,47,37
"203",34,35,36,36,36,40,42,46,38,38,28,26,23,22,22,22,28,32,26,26,23,28,21,18
"204",20,17,16,15,24,24,17,12,13,8,10,8,8,8,9,9,10,9,12,17,15,14,21,18
"205",7,6,12,19,24,34,36,47,49,51,54,58,55,55,57,50,43,31,31,35,34,36,35,32
"206",30,29,30,31,29,28,30,31,33,36,48,64,65,65,72,72,67,64,67,65,64,71,80,76
"207",45,40,41,45,46,40,43,34,32,32,10,7,10,14,15,21,27,31,36,36,26,3,2,5
"208",10,18,6,8,11,16,21,19,16,19,30,24,19,16,12,11,10,22,43,66,74,82,86,80
"209",67,60,57,48,40,39,43,31,25,38,41,44,53,49,42,39,46,43,47,58,70,74,65,65
"210",63,59,51,45,81,75,52,49,32,37,53,55,31,43,70,115,140,129,49,27,70,74,65,65
"211",37,11,15,54.4872975991066,40,45,53,65,77,82,83,83,70,77,77,81,92,96,92,92,81,74,65,65
"212",69,58,48,45,46,52,57,55,47,39,43,40,47,48,50,51,48,42,45,62,74,92,92,89
"213",86,54,28,18,19,18,6,12,12,8,24,26,31,48,60,57,38,30,28,37,45,49,44,34
"214",28,27,26,26,23,20,22,23,28,47,60,68,68,80,73,79,20,5,8,12,28,31,28,34
"215",33,39,41,37,31,32,35,44,60,59,52,68,68,80,73,79,20,5,8,12,28,31,28,34
"216",38,37,45,51,46,42,49,62,67,70,64,46,37,29,38,41,68,54,46,37,38,40,39,33
"217",31,56,94,84,82,72,82,79,76,68,62,53,59,66,67,60,56,52,46,37,38,40,39,33
"218",51,45,42,42,51,38,27,21,17,18,28,41,51,58,63,51,42,55,59,44,36,25,19,14
"219",10,10,10,17,22,51,75,72,53,42,39,37,29,34,36,33,18,9,18,26,40,40,37,34
"220",38,47,8,1,8,11,17,20,24,24,22,10,4,1,2,1,54.4872975991066,2,3,3,4,6,51,42
"221",32,21,17,16,21,41,42,56,22,12,10,8,4,8,8,5,6,6,6,5,8,27,54,38
"222",41,38,36,43,54,49,54,55,59,63,63,50,13,8,13,15,13,8,16,32,50,33,25,29
"223",41,58,79,119,93,62,45,40,36,46,65,71,67,62,63,52,52,41,23,26,25,23,20,34
"224",32,26,27,17,18,22,29,33,36,46,58,75,72,61,43,35,46,49,57,57,46,35,38,51
"225",48,36,34,36,35,37,40,44,48,54,64,74,73,60,46,40,41,48,62,42,38,25,50,51
"226",90,94,94,83,74,73,55,28,41,51,45,49,36,19,23,23,30,36,38,42,42,58,75,89
"227",81,61,74,82,81,67,54,62,37,9,3,54.4872975991066,1,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,1,3,7,7,6
"228",10,14,21,33,54.4872975991066,75,48,57,58,38,26,16,4,6,3,3,3,1,54.4872975991066,2,6,14,23,22
"229",15,20,25,26,38,65,55,66,82,86,41,17,13,14,17,17,20,24,29,29,25,36,46,46
"230",26,6,6,11,11,17,23,37,54,62,62,42,36,35,45,49,46,51,52,57,65,77,108,150
"231",157,126,92,76,68,75,77,78,82,78,79,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,16,18,41,45,26,22,23,24
"232",21,18,18,16,17,21,31,20,21,29,23,17,11,10,14,13,11,11,12,10,12,18,16,29
"233",32,30,37,38,31,29,35,38,29,25,15,11,8,10,8,5,6,6,12,23,30,36,51,52
"234",47,46,55,67,78,67,60,55,59,37,18,8,5,3,4,5,6,4,7,11,18,18,30,32
"235",31,27,40,29,31,24,29,22,13,7,5,3,3,3,4,6,8,14,17,31,32,44,52,32
"236",58,67,68,63,57,56,64,101,97,72,65,55,39,24,18,22,38,33,36,40,43,40,21,14
"237",28,38,49,49,53,52,49,46,44,43,35,28,29,29,36,38,37,29,35,43,51,47,48,62
"238",71,69,66,84,24,1,1,54.4872975991066,1,3,4,4,4,6,2,1,54.4872975991066,54.4872975991066,54.4872975991066,1,3,11,16,62
"239",13,11,14,20,39,43,48,62,97,119,89,85,29,4,1,1,3,1,1,7,15,35,47,44
"240",40,35,50,58,60,47,48,53,44,39,32,14,7,4,2,2,3,3,3,5,12,19,24,37
"241",29,14,12,34,37,43,61,80,64,48,34,13,7,5,3,3,4,4,7,8,10,19,18,24
"242",35,28,33,29,23,24,23,24,22,18,10,9,6,6,6,5,4,4,4,5,6,9,12,8
"243",8,6,7,11,5,5,7,12,14,11,11,8,9,7,9,10,11,14,16,15,10,8,5,5
"244",5,5,4,3,2,2,2,1,2,2,2,3,2,2,2,2,3,3,4,6,6,5,4,4
"245",4,8,8,8,3,4,9,6,9,11,17,16,32,30,32,32,26,20,17,21,30,34,38,27
"246",14,11,10,6,8,9,11,14,19,16,16,21,33,43,45,37,34,33,39,40,41,39,33,33
"247",34,35,43,45,47,48,26,21,16,24,41,41,30,33,23,32,37,26,16,19,34,43,45,26
"248",25,24,30,34,45,43,54.4872975991066,31,26,18,23,31,31,32,35,34,35,41,48,57,63,70,90,108
"249",113,118,102,73,75,72,74,54,62,60,53,51,43,45,57,36,24,17,22,27,26,34,44,53
"250",66,75,78,71,70,74,60,57,101,90,74,67,37,23,16,14,20,13,9,10,14,17,19,23
"251",27,24,34,45,63,68,66,73,68,61,54.4872975991066,46,40,52,49,55,16,11,16,21,31,28,30,27
"252",27,28,44,35,32,31,36,52,63,70,94,60,40,32,41,36,26,27,26,29,34,48,51,77
"253",68,62,60,63,72,60,58,63,95,101,90,88,82,67,62,56,59,67,23,16,15,22,25,24
"254",24,23,24,27,28,35,36,41,57,52,38,37,24,30,35,36,43,40,33,31,24,22,22,45
"255",33,29,31,34,41,50,61,61,61,76,86,81,68,44,17,14,11,8,6,19,40,56,55,46
"256",36,37,39,38,42,46,43,45,59,62,61,78,98,83,77,68,23,18,21,26,51,66,78,65
"257",49,45,41,47,51,55,54,56,74,114,146,116,100,92,105,68,31,19,25,33,43,61,66,70
"258",64,58,56,57,54,54,59,67,85,88,98,70,56,56,53,58,62,63,66,65,61,59,85,70
"259",90,69,68,68,65,62,62,58,56,62,65,63,69,80,82,77,76,80,96,107,121,119,96,91
"260",92,99,94,98,108,118,136,164,179,165,52,8,1,1,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,54.4872975991066,2,3,4,4,6
"261",6,9,11,14,14,14,14,16,12,10,5,2,2,3,2,3,4,3,4,6,9,15,22,22
"262",15,15,15,16,12,11,10,13,15,9,6,5,54.4872975991066,27,23,25,28,54.4872975991066,33,35,39,37,32,35
