"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"31",68,56,57,79,80,104,132,75,71,56,50,47,31,24,34,26,22,20,24,31,38,40,41,47
"32",51,55,69,120,139,142,152,178,211,225,214,143,122,76,33,38,37,45,60,79,79,84,91,103
"33",149,146,115,107,110,114,103,109,124,115,81,135,94,89,58,54,57,60,65,72,67,70,75,94
"34",181,168,154,162,176,171,167,170,164,172,177,138,105,75,75,52,54,66,62,93,93,66,69,38
"35",28,22,21,21,20,18,19,20,24,26,45,30,27,30,32,31,24,31,37,43,57,73,108,99
"36",79,99,57,51,45,43,30,34,32,31,35,35,30,30,28,28,26,31,33,60,69,45,41,58
"37",83,87,76,95,86,60,46,48,52,119,41,59,55,46,37,34,35,37,40,41,47,62,70,90
"38",116,96,73,61,59,56,61,89,110,125,108,93,79,70,70,56,50,56,74,86,89,80,70,64
"39",90,136,121,133,182,196,118,74,67,68,60,79,77,71,65,55,59,56,61,88,64,56,71,85
"40",134,118,117,107,93,61,38,34,41,33,40,44,42,28,27,24,24,27,30,34,44,67,77,80
"41",72,55,51,42,40,50,53,55,62,56,44,36,34,35,36,35,35,36,38,41,36,33,31,31
"42",28,25,27,30,31,31,36,41,48,54,56,48,40,39,38,39,37,40,47,54,51,40,38,35
"43",42,41,24,21,23,33,41,44,55,62,87,97,170,123,88,84,96,123,122,122,105,69,67,82
"44",69,60,57,46,41,35,24,22,22,26,33,34,28,27,28,30,28,29,35,36,28,27,32,32
"45",21,20,18,18,18,18,18,18,19,22,21,19,17,17,17,16,16,16,26,31,28,35,39,47
"46",53,69,71,65,44,35,30,37,40,49,63,60,44,35,33,28,24,28,34,39,37,38,43,48
"47",51,50,44,40,41,39,42,48,56,63,44,27,23,22,22,18,17,23,45,63,85,55,42,34
"48",24,31,22,26,30,25,28,35,49,62,64,54,42,33,22,23,26,27,42,47,56,53,40,42
"49",39,46,48,43,43,46,50,53,63,84,88,51,30,34,33,20,19,19,32,67,76,32,26,40
"50",49,24,18,17,16,18,20,17,23,32,47,41,27,31,23,24,23,27,41,54,45,33,35,35
"51",25,20,17,17,16,13,14,25,34,31,30,29,24,27,26,32,36,37,41,68,61,45,29,28
"52",22,19,15,15,14,14,15,17,17,19,23,28,33,38,36,32,32,36,43,54,65,62,67,68
"53",59,43,32,28,29,33,34,35,37,44,53,77,73,100,99,84,78,45,49,58,64,64,60,44
"54",47,56,54,57,61,71,64,54,51,61,48,34,27,28,22,20,20,23,26,45,31,25,26,38
"55",43,30,29,34,46,60,74,83,91,78,91,93,54,41,42,45,51,58,61,66,113,105,51,35
"56",28,49,76,54,21,20,20,21,21,22,28,28,29,24,36,30,34,43,42,51,59,82,106,35
"57",115,96,92,86,93,103,98,97,110,87,107,133,71,52,43,52,48,44,60,87,124,66,65,66
"58",70,62,66,68,122,121,102,79,79,71,63,42,43,44,42,38,39,40,55,70,82,78,44,38
"59",48,47,44,45,43,58,122,177,194,206,124,69,44,32,29,31,41,47,71,61,42,46,34,38
"60",36,39,33,26,23,20,22,24,29,35,39,35,36,29,25,27,28,31,43,37,45,35,39,38
"61",46,64,66,65,65,66,61,49,55,56,56,55,47,49,53,55,63,70,74,88,100,119,129,105
"62",70,64,64,69,74,82,94,89,101,131,167,196,204,139,75,25,21,27,40,53,42,44,50,39
"63",41,48,66,102,91,85,64,67,78,92,122,140,158,139,122,111,109,98,90,84,99,121,111,102
"64",118,122,122,121,150,154,166,154,165,185,166,133,106,84,76,78,78,73,58,54,51,46,48,47
"65",60,53,56,70,147,136,100,69,55,54,70,86,89,97,123,132,109,99,104,72,112,136,139,160
"66",167,152,144,160,165,160,151,159,170,167,177,155,108,90,84,51,50,54,55,60,71,64,66,69
"67",62,62,59,59,62,67,65,89,94,47,36,32,37,28,33,39,27,38,36,39,52,42,34,69
"68",24,21,19,18,18,19,18,20,21,20,18,17,17,18,22,16,17,27,49,37,41,27,25,69
"69",16,14,13,12,13,12,14,16,19,18,17,16,16,16,13,12,13,15,18,44,28,23,31,36
"70",29,23,17,16,16,18,16,17,18,15,13,26,18,17,14,14,15,23,31,29,26,32,36,36
"71",48,51,45,46,38,31,24,22,19,20,42,37,28,28,30,31,30,39,39,49,49,52,52,58
"72",65,81,75,71,65,47,43,45,51,70,47,47,50,45,41,36,36,47,60,67,63,52,47,58
"73",51,57,28,19,19,19,18,20,23,21,22,26,27,24,26,28,38,42,43,58,62,55,47,58
"74",69,88,80,82,93,96,115,102,98,89,67,57,45,39,38,37,40,52,70,98,107,123,47,58
"75",137,140,150,131,107,100,88,89,79,93,116,122,119,127,110,98,116,105,104,111,117,104,90,85
"76",76,66,58,55,55,54,55,64,79,97,142,161,165,177,176,174,154,167,153,153,153,165,138,96
"77",93,75,54,43,36,32,32,46,37,37,32,33,36,35,38,40,42,42,47,44,45,41,42,96
"78",47,51,54,56,62,70,80,100,114,102,47,45,32,19,19,19,22,36,56,62,61,76,80,96
"79",67,52,38,31,26,26,25,29,33,38,38,29,32,40,41,52,51,43,58,82,82,79,92,126
"80",141,140,139,139,152,145,119,119,127,133,103,56,56,68,59,53,63,68,76,77,94,89,116,136
"81",161,150,162,192,189,181,172,160,156,123,122,93,96,56,58,48,53,86,91,107,122,125,124,136
"82",122,69,44,40,43,39,34,32,34,39,40,33,31,47,33,30,25,36,40,55,44,43,43,36
"83",32,33,40,42,38,38,43,44,46,45,48,46,30,25,23,21,20,23,25,46,49,45,38,40
"84",48,50,50,43,44,43,43,37,43,46,48,43,36,34,31,28,29,28,31,40,48,46,37,44
"85",62,74,63,68,68,71,75,75,76,69,60,41,40,35,36,37,34,33,60,73,118,104,71,94
"86",130,103,132,92,71,71,62,60,57,62,71,78,79,70,59,62,69,64,85,71,98,106,129,144
"87",151,145,91,78,88,86,100,153,183,193,137,101,89,91,57,46,45,41,43,52,59,66,52,49
"88",64,51,48,40,33,31,34,38,44,47,54,66,71,63,60,70,78,85,88,75,75,80,76,78
"89",81,80,97,30,17,16,17,19,19,35,25,23,23,23,20,20,18,17,28,49,40,50,31,37
"90",32,32,37,43,38,48,51,49,38,30,32,27,25,21,23,23,24,29,40,46,50,57,44,36
"91",42,38,32,33,41,60,64,69,79,91,97,89,99,99,111,120,148,163,168,115,100,87,74,36
"92",52,40,36,33,29,30,31,37,47,53,54,69,93,89,88,81,81,80,76,139,134,78,49,37
"93",35,35,27,26,27,22,26,28,31,35,44,20,16,16,17,15,14,16,17,25,29,39,34,34
"94",27,20,17,17,17,18,22,26,28,38,33,32,27,23,18,19,19,21,21,25,27,28,28,33
"95",28,27,28,28,26,24,22,23,29,36,41,43,39,33,30,26,26,25,31,34,44,42,43,50
"96",48,53,59,69,67,48,37,36,29,26,24,19,18,21,16,15,14,15,18,30,24,34,38,45
"97",43,33,36,38,34,40,45,53,57,54,49,66,78,89,84,74,65,57,50,46,38,32,28,27
"98",27,28,31,34,36,42,52,55,53,48,23,16,17,20,19,18,19,20,25,35,45,37,38,37
"99",38,36,40,43,52,43,39,51,76,73,42,25,22,22,20,22,37,49,58,44,49,80,96,71
"100",55,52,45,31,26,31,28,33,37,28,25,24,23,30,30,19,19,20,32,35,32,26,28,24
"101",18,18,22,20,25,27,33,52,37,44,32,24,19,19,21,24,30,27,31,37,29,35,30,38
"102",37,43,38,32,31,32,40,64,75,67,54,37,34,29,28,25,27,32,38,56,59,54,54,52
"103",51,52,40,27,31,31,35,38,40,45,52,57,64,67,62,60,62,61,59,62,67,83,72,58
"104",62,66,81,75,81,77,80,87,85,69,55,38,41,54,76,94,120,151,155,166,152,130,147,169
"105",182,193,195,184,177,105,77,48,62,63,58,44,45,51,49,51,53,51,54,64,54,62,76,72
"106",85,88,74,65,64,65,61,52,43,53.389224848818,40,34,34,36,37,42,53.389224848818,42,41,47,44,53.389224848818,44,47
"107",51,54,55,59,66,56,52,53.389224848818,49,50,46,48,46,44,39,35,42,50,54,73,85,82,54,60
"108",50,55,60,50,41,43,39,36,37,37,36,35,25,24,29,29,25,25,33,25,36,50,53,55
"109",47,48,51,53,57,52,58,59,61,61,52,52,51,41,44,33,26,29,37,43,47,45,44,55
"110",46,52,65,77,83,63,62,60,52,45,39,38,33,28,23,21,23,26,32,34,20,17,17,18
"111",18,20,22,21,22,23,24,26,28,30,32,38,44,52,47,46,47,47,41,32,25,27,28,18
"112",27,27,26,28,32,35,34,34,36,37,46,51,58,65,71,76,84,81,88,97,95,95,57,161
"113",169,98,18,17,21,28,21,29,35,21,21,22,22,20,18,20,22,29,51,78,72,43,41,161
"114",40,41,37,28,27,27,28,27,28,20,17,17,17,17,17,16,15,21,28,34,30,28,37,43
"115",36,44,51,43,47,44,38,42,41,33,27,25,26,26,28,32,33,35,37,33,27,28,28,33
"116",41,46,46,53,66,78,50,35,31,29,29,30,33,38,33,34,35,36,43,35,41,59,39,42
"117",45,43,43,45,62,57,49,50,44,42,38,32,33,33,30,29,27,27,30,51,51,43,45,43
"118",41,38,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,47,45,46,40,45,49,56,59,39,32,36,35,24,45,43
"119",25,21,21,21,24,23,23,23,23,22,20,19,20,20,18,18,17,17,21,28,44,55,78,45
"120",45,29,24,28,34,38,40,55,59,42,50,38,30,27,30,31,44,53,50,48,67,77,61,58
"121",54,47,45,44,50,47,48,55,73,86,92,89,76,72,70,57,51,44,50,52,65,87,86,84
"122",79,65,66,71,87,92,94,90,83,80,81,85,84,77,73,69,65,64,64,67,66,67,69,84
"123",69,68,65,60,57,55,55,53,51,43,37,37,38,58,63,48,45,32,28,36,36,43,33,35
"124",34,30,25,23,19,16,15,14,14,14,13,14,13,13,12,11,10,10,10,12,14,12,10,9
"125",8,8,7,7,7,7,7,8,8,8,9,12,10,12,11,12,14,20,32,61,69,96,71,76
"126",50,51,51,40,44,46,45,38,29,24,21,19,19,20,18,20,21,23,22,26,25,26,23,76
"127",25,27,32,34,41,45,42,45,43,28,23,17,17,20,30,34,42,60,71,95,90,89,51,43
"128",35,32,31,31,28,30,25,24,20,18,18,17,18,18,17,14,15,15,20,26,26,30,40,44
"129",51,38,40,41,33,26,26,26,30,26,24,27,25,23,23,24,27,28,24,23,28,33,33,23
"130",22,24,26,29,35,49,67,76,84,84,76,73,51,34,30,29,27,26,28,38,54,58,71,72
"131",75,89,97,102,117,136,138,139,141,121,80,39,32,26,23,22,22,21,25,28,41,77,70,71
"132",71,64,50,62,70,59,49,50,48,38,37,39,44,43,44,40,40,45,48,41,45,40,32,30
"133",29,30,36,45,48,53,56,61,67,72,81,85,49,35,33,28,25,26,25,25,24,22,24,27
"134",31,35,37,43,47,54,64,75,66,57,50,40,36,28,22,18,18,21,20,22,24,23,26,26
"135",24,24,28,28,29,27,25,24,23,21,21,22,22,22,23,21,22,26,35,60,62,50,40,39
"136",42,33,27,21,19,53.389224848818,17,17,22,29,34,49,57,53.389224848818,49,46,53.389224848818,23,26,40,58,72,70,77
"137",84,91,74,66,76,78,77,79,73,67,65,53.389224848818,38,35,29,30,33,53.389224848818,39,41,41,41,41,38
"138",34,27,27,28,27,28,28,30,36,44,46,48,53.389224848818,51,36,32,32,32,32,33,36,40,39,33
"139",43,40,41,42,40,36,35,34,33,33,34,33,32,30,29,30,32,34,31,34,39,44,44,33
"140",34,34,33,34,36,38,41,43,48,49,48,46,53.389224848818,59,42,46,44,53,61,67,69,59,48,33
"141",44,33,26,28,26,26,28,32,35,36,38,36,31,26,22,20,21,22,24,27,30,33,39,43
"142",41,42,41,43,45,51,53,53,54,50,35,27,31,29,36,46,43,40,45,44,66,120,115,121
"143",34,21,18,25,25,24,21,20,20,20,18,17,34,20,20,29,28,25,28,33,66,120,115,121
"144",29,45,40,43,61,68,62,59,55,47,38,27,28,30,20,29,28,25,28,33,66,120,115,121
"145",66,73,79,68,60,61,57,42,34,25,34,39,37,31,29,31,36,25,28,33,66,120,115,121
"146",36,34,36,32,16,17,16,16,18,21,25,30,37,31,29,31,36,25,28,33,66,120,115,121
"147",41,44,59,58,57,56,54,52,45,48,41,15,13,14,11,12,12,11,14,17,21,22,27,25
"148",23,22,26,27,35,35,28,26,26,23,28,27,28,28,23,23,22,21,20,22,24,27,29,37
"149",43,40,35,28,25,26,26,28,33,41,43,44,42,35,27,25,28,29,34,35,36,43,34,32
"150",34,41,42,50,57,60,50,19,16,15,14,14,13,13,14,13,12,15,15,18,15,17,17,21
"151",69,68,65,60,57,55,55,53,51,43,37,37,38,58,63,48,45,32,28,36,36,43,33,35
"152",25,26,22,27,20,21,19,18,16,16,16,21,17,17,16,16,14,14,14,23,21,22,31,33
"153",38,40,45,57,36,65,77,68,68,65,54,36,24,20,20,18,18,18,18,21,25,31,54,45
"154",47,48,45,46,46,52,61,63,61,58,46,43,36,31,19,19,17,17,18,19,20,22,26,32
"155",39,45,47,52,57,57,44,39,38,37,36,28,27,29,28,24,24,27,25,26,29,32,39,45
"156",47,54,61,45,32,33,32,35,33,32,33,44,52,51,48,46,43,40,35,33,33,37,38,33
"157",28,29,31,33,36,43,43,41,36,30,36,44,42,34,38,37,28,25,25,28,28,28,27,27
"158",37,29,29,32,35,40,40,40,37,42,37,38,29,42,27,20,18,20,17,17,18,20,19,17
"159",14,12,12,12,12,13,12,13,15,16,15,15,15,16,19,18,19,23,22,20,20,20,22,23
"160",29,33,36,42,46,51,61,75,80,64,41,49,40,30,26,22,22,20,21,22,28,32,42,81
"161",93,102,89,76,86,96,105,66,43,45,36,35,32,33,37,32,29,26,25,23,28,32,42,81
"162",23,24,26,28,32,32,31,34,33,34,38,40,38,33,30,34,34,29,33,30,29,41,42,45
"163",43,37,35,35,34,38,33,23,22,20,21,25,23,20,21,24,24,22,20,18,20,21,32,43
"164",50,52,54,52,51,49,46,39,41,44,38,35,27,23,21,17,17,22,24,22,23,29,31,35
"165",34,36,40,54,63,68,67,65,62,69,68,51,40,22,22,19,19,18,17,19,24,31,33,48
"166",43,36,34,35,37,43,55,58,63,58,48,44,29,24,25,23,32,32,37,40,40,41,52,45
"167",46,39,35,32,34,43,47,38,31,23,20,18,21,24,25,26,26,29,26,22,24,27,30,36
"168",43,50,65,69,70,77,77,78,87,74,71,67,70,106,87,69,58,41,35,37,41,28,31,33
"169",41,52,73,90,118,125,90,63,62,56,56,62,61,66,68,65,57,55,55,54,59,67,70,74
"170",83,84,90,82,55,51,41,30,34,34,39,43,49,52,51,51,52,56,46,32,37,43,48,57
"171",58,51,39,33,35,38,51,61,71,72,43,27,25,23,20,18,17,17,18,22,24,28,33,57
"172",33,41,47,45,42,44,46,44,38,36,37,33,33,38,54,55,55,62,62,60,65,68,73,64
"173",66,63,56,54,48,48,47,49,51,52,61,62,68,76,80,88,69,56,53,52,48,44,47,46
"174",44,45,50,51,55,60,55,56,56,53,39,31,29,33,34,36,38,37,38,33,32,34,31,29
"175",29,28,28,29,31,31,32,40,49,43,41,40,34,25,30,33,34,34,35,34,45,23,20,20
"176",20,23,28,31,28,28,30,31,28,19,14,11,9,9,8,8,8,9,9,8,9,8,9,10
"177",10,10,10,10,12,13,14,14,12,11,12,15,16,15,13,14,13,11,11,10,12,15,18,21
"178",22,20,30,36,44,53,62,68,59,53,48,39,25,18,18,18,17,17,17,19,21,25,23,27
"179",29,27,25,27,28,28,30,29,31,34,35,42,45,50,53,54,50,48,45,43,46,53,60,66
"180",72,80,87,91,97,98,90,80,70,62,52,53.389224848818,34,34,37,36,38,40,45,43,46,53,60,66
"181",43,50,53,48,41,41,39,39,38,43,46,49,46,45,35,32,31,28,25,23,26,26,27,29
"182",28,29,29,29,31,33,33,31,32,31,27,28,41,53,44,45,47,44,29,32,30,31,35,40
"183",47,61,49,36,31,32,33,36,38,36,38,41,38,38,35,30,25,21,18,19,19,20,20,19
"184",20,20,20,24,26,28,26,20,18,16,13,12,11,10,9,9,9,10,10,11,12,15,17,20
"185",21,24,31,51,62,71,63,50,51,46,37,32,26,28,20,20,21,29,32,37,36,36,38,37
"186",40,44,60,69,76,83,81,84,92,94,87,71,54,32,39,39,35,49,65,72,76,89,90,74
"187",54,55,58,67,81,70,63,60,64,74,74,83,59,49,54,70,80,79,77,64,45,54,77,74
"188",43,36,33,31,28,27,28,31,30,29,28,31,35,41,43,47,42,33,32,31,28,27,30,33
"189",32,35,41,52,61,52,49,46,46,45,45,45,39,48,58,63,40,39,36,37,34,36,36,27
"190",35,51,53,61,49,60,59,38,33,30,21,20,23,23,21,28,30,36,39,43,49,55,61,69
"191",67,70,65,79,88,95,103,89,99,99,69,65,51,38,33,41,39,36,27,26,35,47,47,41
"192",44,44,38,37,45,57,60,53,42,33,36,42,46,53,58,66,66,78,82,81,88,99,101,90
"193",53,47,51,59,69,81,77,66,52,40,38,38,35,30,30,26,27,30,32,37,41,31,28,27
"194",31,29,29,26,26,26,26,26,28,28,26,25,32,43,53,62,62,62,37,35,31,27,22,19
"195",18,18,18,18,20,22,26,27,22,19,20,21,14,12,7,7,10,10,11,12,14,17,18,17
"196",17,25,32,37,41,39,39,37,34,33,33,25,21,9,5,4,3,3,3,4,4,6,7,17
"197",7,12,19,13,11,13,16,20,20,22,25,31,34,36,31,29,23,22,24,37,47,57,64,67
"198",65,78,92,97,108,110,103,94,104,84,72,45,22,24,25,63,70,75,78,77,80,80,88,77
"199",69,60,62,79,90,78,79,78,84,107,97,83,55,50,43,44,38,33,30,30,28,29,32,54
"200",65,73,73,78,83,77,75,73,66,59,51,48,36,25,20,25,22,36,34,38,31,35,40,119
"201",58,64,62,67,50,45,40,39,38,35,22,23,24,19,20,23,26,50,90,101,107,35,40,119
"202",116,113,105,109,109,81,48,61,43,23,18,20,24,27,29,24,27,27,28,29,32,32,36,35
"203",36,39,41,40,40,42,42,43,43,37,41,38,37,35,32,29,29,35,39,31,35,34,28,30
"204",30,30,28,25,23,21,19,22,23,19,18,16,17,16,17,17,16,14,15,16,15,13,28,30
"205",12,13,15,16,19,23,27,33,38,44,48,54,53,55,55,53,48,41,40,41,40,37,36,35
"206",36,38,39,40,35,35,34,34,35,37,44,55,59,61,62,56,60,65,66,68,72,79,87,75
"207",59,57,55,57,60,58,63,55,54,53,31,28,30,30,32,36,39,41,43,51,46,23,22,14
"208",14,15,11,10,11,12,13,14,12,14,17,19,19,19,16,15,15,25,36,42,45,55,62,72
"209",84,70,57,71,78,74,59,48,40,45,51,49,38,36,36,37,34,37,42,43,47,60,73,82
"210",90,90,90,88,109,98,88,74,59,59,66,54,45,54,76,98,116,116,55,48,47,60,73,82
"211",54,31,37,53.389224848818,52,57,62,68,74,75,81,77,72,68,74,72,74,77,78,81,74,60,73,82
"212",64,58,58,60,63,68,66,59,56,53,55,54,52,48,48,46,45,43,41,45,53,71,81,80
"213",65,67,68,40,42,40,26,28,28,26,32,33,28,28,37,40,40,37,40,46,49,43,50,49
"214",45,42,40,39,37,36,36,34,33,34,44,50,56,54,68,75,42,28,29,33,38,39,38,42
"215",50,58,63,65,62,56,54,63,62,56,57,50,56,54,68,75,42,28,29,33,38,39,38,42
"216",45,47,51,53,53,56,64,64,63,72,58,52,47,43,37,26,51,69,67,63,56,52,47,48
"217",60,81,97,99,100,97,88,78,70,64,54,46,50,58,76,71,67,59,67,63,56,52,47,48
"218",58,62,61,60,48,49,38,36,34,33,39,41,46,49,46,33,26,37,47,46,38,28,29,19
"219",18,19,21,27,29,57,55,58,50,43,41,38,34,33,33,33,23,20,25,28,36,36,35,34
"220",37,42,25,21,23,29,28,26,27,28,25,20,13,9,9,9,9,10,11,12,11,13,13,13
"221",11,16,16,17,15,14,14,14,12,12,9,9,9,9,12,11,9,12,11,13,15,15,12,21
"222",21,21,29,37,49,53,52,48,47,50,45,24,16,15,19,22,16,18,27,39,51,36,37,47
"223",52,57,68,81,69,63,56,53,48,53,62,65,62,58,56,49,50,42,34,36,36,37,36,45
"224",42,36,34,27,25,26,29,30,31,35,43,54,53,47,38,35,39,41,46,48,46,42,46,54
"225",53,41,38,37,36,37,38,39,43,47,53,61,61,58,51,45,48,56,66,74,47,36,75,54
"226",100,111,112,113,104,106,92,78,71,60,76,60,45,43,34,28,38,36,40,39,45,67,87,100
"227",89,92,108,113,120,113,111,93,56,24,11,9,8,9,8,8,8,8,7,8,9,10,10,13
"228",15,15,16,17,26,29,32,28,23,21,18,13,12,10,13,13,12,10,9,10,13,19,20,20
"229",17,19,21,20,26,35,50,50,56,51,28,15,14,16,18,24,23,23,27,24,30,38,44,50
"230",34,15,13,15,17,20,27,37,46,44,49,52,53,40,41,44,49,43,44,47,55,78,102,75
"231",69,66,71,67,73,74,66,65,60,59,65,60,45,38,27,24,21,30,36,35,31,36,35,34
"232",35,33,28,27,28,28,27,27,29,32,30,23,21,18,19,18,17,15,14,14,16,17,16,17
"233",19,22,25,26,26,26,27,27,25,22,19,18,15,15,15,14,13,13,13,16,18,22,23,24
"234",27,30,35,38,45,48,46,45,42,33,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,53.389224848818,20,22
"235",19,16,16,17,17,18,17,15,13,10,10,9,9,9,9,10,11,12,14,16,18,20,22,22
"236",23,27,33,41,37,46,65,102,76,48,53,48,32,20,22,19,20,19,19,21,21,22,18,25
"237",37,42,48,40,44,44,42,39,36,36,33,29,29,30,34,33,37,29,33,38,42,45,44,50
"238",50,49,51,57,35,11,10,9,9,9,10,10,10,10,7,6,5,4,3,5,5,5,7,50
"239",8,8,8,11,17,24,79,62,62,78,76,86,46,8,6,4,6,6,6,9,13,17,16,15
"240",22,38,54,48,74,62,59,54,55,51,49,23,12,10,7,6,6,8,9,11,15,17,20,21
"241",23,13,11,16,25,46,45,56,53,40,31,20,10,8,7,7,8,8,10,14,18,18,19,20
"242",23,30,31,24,26,27,30,24,21,18,13,12,11,10,9,9,8,8,9,13,12,13,15,11
"243",9,8,9,8,9,10,9,12,11,12,11,9,8,7,8,9,10,10,12,15,10,9,7,7
"244",6,6,6,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,5,6,6,7,8,11
"245",8,6,5,4,5,5,5,6,7,10,12,14,22,22,27,30,25,20,17,21,26,33,31,21
"246",14,11,11,9,10,11,14,14,18,16,16,21,29,35,35,31,32,31,33,37,37,38,32,33
"247",31,31,35,38,41,37,21,21,16,23,37,40,34,38,32,46,38,26,19,28,37,38,41,34
"248",30,30,38,45,41,34,29,28,25,19,22,25,26,30,31,31,32,39,43,47,52,56,64,68
"249",65,60,58,62,69,71,78,55,54,51,46,42,37,42,45,32,23,19,22,22,25,32,40,47
"250",58,67,70,71,90,85,75,78,99,85,75,66,36,26,21,19,20,15,15,20,22,24,23,30
"251",30,33,40,43,46,51,52,51,51,49,46,40,49,54,45,72,23,27,25,25,28,25,23,23
"252",24,24,23,29,37,45,53,61,63,66,61,48,48,44,33,30,30,28,25,30,39,43,44,43
"253",54,46,48,47,50,48,57,65,77,76,72,63,58,62,61,61,58,57,18,23,25,29,22,21
"254",21,23,31,35,33,36,37,41,41,36,32,29,28,31,33,36,39,36,33,29,21,22,22,27
"255",27,29,35,39,43,46,56,53,61,60,71,70,64,52,32,18,14,12,11,16,26,33,34,41
"256",37,30,33,31,36,41,44,55,63,56,57,55,79,88,79,80,56,61,28,23,48,80,88,77
"257",52,47,48,47,62,90,107,120,138,130,96,65,51,72,97,71,36,20,17,29,37,44,58,63
"258",59,54,55,54,62,74,77,73,73,82,89,65,58,57,54,58,57,57,62,61,57,60,78,63
"259",71,51,53,54,54,52,49,48,48,51,50,50,55,67,71,69,68,72,78,84,95,93,77,72
"260",71,73,72,78,85,92,102,115,130,140,84,20,5,4,3,3,3,3,3,6,6,6,7,7
"261",6,8,10,16,16,16,16,17,14,10,8,5,4,6,5,5,7,7,7,10,13,16,18,16
"262",16,16,15,15,14,12,12,15,14,9,7,8,53.389224848818,21,29,30,33,53.389224848818,39,41,41,41,41,38
"263",26,29,34,37,37,35,35,31,36,38,31,6,8,10,9,9,9,11,18,53.389224848818,27,41,30,38
"264",51,69,55,63,59,45,44,48,68,58,48,31,25,20,15,20,24,23,53.389224848818,31,76,98,93,38
"265",70,63,90,79,71,59,47,47,48,43,31,23,22,22,20,22,23,19,33,41,44,50,45,44
"266",42,41,38,42,36,33,37,45,37,29,24,22,22,25,27,28,29,28,31,41,48,52,49,50
"267",44,40,36,35,38,45,46,49,52,54,50,55,54,52,50,51,50,41,36,31,29,29,35,38
