"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"18","4.0637","4.1263","3.9707","3.9338","3.9403","4.1302","4.0705","4.2223","4.7887","5.3035","4.9782","5.1482","4.827","4.6837","4.7595","4.7745","4.6917","4.6875","4.6162","4.5655","4.662","4.5023","4.5052","4.4955"
"19","4.4057","4.4252","4.4008","4.2657","4.3028","4.1147","4.0458","4.0365","4.689","5.3415","5.639","5.3322","5.0898","5.011","5.0143","5.0148","4.9977","4.9347","5.0248","4.9373","4.8178","4.8715","4.8765","4.7607"
"20","4.7732","4.7767","4.721","4.573","4.12","4.0067","3.5017","3.3573","3.8318","4.2605","4.4677","4.3842","4.5228","4.599","4.6673","4.8027","4.6282","4.3642","4.308","4.2707","4.4468","4.4953","4.8712","4.995"
"21","4.5748","4.5575","4.6522","4.44","4.348","4.2412","3.911","3.7375","4.141","4.1873","4.8033","4.8317","4.8115","4.7582","4.9812","5.0767","5.0998","5.0745","5.0963","5.1047","5.0398","4.9268","4.999","5.0127"
"22","4.8528","4.7352","4.375","4.3077","4.1515","4.2212","4.1695","4.022","4.4245","5.0893","5.1813","4.9943","4.9518","4.8915","4.8752","4.8978","4.9142","2.4747","0.1473","0.122","0.1225","0.1727","0.2087","0.234"
"23","0.1818","0.124","0.1562","0.1848","0.2255","0.2018","0.1697","0.122","0.142","0.1832","0.2005","0.2283","0.1865","0.1483","0.122","0.1635","0.1857","2.5505","4.7428","4.6753","4.5628","4.4053","4.2967","4.2058"
"24","4.1662","4.1543","4.086","4.0657","4.0893","4.1278","4.0275","3.9918","4.4583","5.022","5.1107","5.5758","5.8913","5.8648","5.9113","5.7402","5.548","5.1935","5.0873","5.039","5.06","5.079","5.0382","4.7605"
"25","4.2742","4.3373","4.4375","4.3342","4.1913","3.9997","3.9908","4.1852","4.5877","5.2318","5.5288","5.9117","6.184","5.842","5.472","5.4752","5.425","5.4965","5.4675","5.374","5.1962","5.537","5.6343","4.6658"
"26","3.8093","3.995","4.3253","4.3448","4.2798","4.2318","4.2438","4.0715","4.6105","4.8205","4.8168","5.1058","4.9577","4.561","4.6302","4.5063","4.3977","4.1775","3.94","4.2987","4.2188","4.4315","4.3455","4.2242"
"27","4.3793","4.2982","4.2555","4.3143","4.0553","3.9975","3.8617","3.9605","4.555","4.3073","4.9962","5.0693","5.1577","5.1873","5.1778","5.1297","5.1545","4.8515","4.5908","4.5008","4.3137","4.0092","3.8557","3.8628"
"28","3.7122","3.6455","3.7958","3.9332","4.0013","3.8767","3.9757","3.8777","3.5837","7.046","7.9363","8.372","8.4887","7.2132","6.6275","6.5267","6.3908","6.0967","6.8368","6.8158","5.5797","4.8158","4.6358","4.6535"
"29","4.5548","4.4162","4.4855","4.449","4.4125","4.4748","4.2978","4.2562","4.739","5.2513","5.4893","5.5817","5.4705","5.3712","5.3597","5.1882","5.1545","4.8003","4.6037","4.7765","4.887","4.9555","4.8343","4.6972"
"30","4.7062","4.5448","4.3667","4.4058","4.3428","4.001","3.9935","4.0313","4.7493","5.4775","5.7502","5.4282","5.0045","4.8468","4.2308","3.9822","4.0493","4.0008","3.8518","3.8395","3.5615","3.3207","3.216","3.4023"
"31","3.019","3.1023","3.2718","3.5655","3.6987","3.6735","3.9163","4.0557","4.8695","5.6232","5.7543","5.1758","5.1692","4.9265","4.9995","4.991","4.7712","4.184","3.7097","3.484","3.4493","3.6267","3.551","3.3428"
"32","3.255","3.2845","2.9863","2.805","2.8145","2.929","2.8978","2.8177","3.4968","4.6325","5.3735","5.2885","4.917","4.7543","4.6852","4.6748","4.7222","3.9945","3.5507","3.4123","3.2178","3.1485","3.1532","3.1387"
"33","3.44","3.4932","3.7077","3.3383","3.1278","3.0142","2.9448","3.0293","3.6987","4.4388","4.5973","4.5502","4.2612","4.8892","5.1707","5.2113","4.7828","4.6153","4.4193","4.0387","3.8428","3.1052","2.7208","2.6475"
"34","2.673","2.5138","2.7652","2.7615","2.6193","2.434","2.246","2.2523","2.823","3.6627","4.5557","5.3818","5.377","5.3615","5.4867","4.9977","4.8248","4.4478","4.1023","4.0783","3.9507","3.9538","3.9537","3.6942"
"35","3.5568","3.4147","3.1547","3.1945","3.0852","3.1158","3.1235","3.0402","3.8587","4.5208","4.8203","4.7912","4.631","4.1958","4.5517","4.8158","4.7025","4.6443","4.543","4.5152","4.5223","4.0888","3.8767","3.7327"
"36","3.4423","3.5053","3.5082","3.4547","3.554","3.5357","3.4793","3.5632","4.1498","4.8337","5.2232","5.1537","4.8727","4.6203","4.6903","4.7183","4.7338","4.2265","3.7117","3.7233","3.6705","3.5903","3.5628","3.4103"
"37","3.2977","3.2868","3.1585","3.451","3.0588","2.6792","2.6147","2.5847","3.2733","4.5497","5.8328","5.8597","5.3482","4.0542","3.9965","3.9768","3.982","3.8787","3.4107","3.2112","3.0813","2.9373","2.9732","3.3507"
"38","3.5882","3.4957","3.3665","3.4022","3.3395","3.2968","3.3842","3.4945","3.5177","3.3333","4.07","4.7363","4.3075","4.3615","4.4542","4.4317","4.3177","4.0402","3.686","3.4803","3.2648","2.9333","2.9498","2.9602"
"39","2.8895","3.0047","3.07","3.2088","3.3832","3.3423","3.3247","2.9013","3.3323","3.3737","3.148","4.3348","4.7617","5.0438","4.9687","5.0047","4.9355","4.7347","4.7153","4.7618","4.66","4.3203","4.1373","4.0463"
"40","3.8925","3.8828","3.9305","3.831","3.7088","3.794","3.7278","3.706","4.5107","5.659","4.7898","4.7937","4.7433","4.4807","4.3112","4.2165","4.3533","3.6195","3.3005","3.2865","3.1325","3.1908","2.8237","2.5928"
"41","2.4833","2.4093","2.4335","2.4422","2.4355","2.5085","2.5537","2.5448","3.105","4.211","4.9373","5.0338","5.0573","5.041","5.0137","4.9967","4.8693","4.6152","4.2408","4.0837","4.067","4.0673","4.0612","4.046"
"42","4.0295","4.0408","4.0733","4.0905","4.1035","4.1287","4.2057","4.3393","4.6175","4.7938","5.3473","5.4757","5.4338","5.3173","5.1515","4.9907","4.8438","4.7607","4.566","4.2442","4.119","4.1208","4.2392","4.415"
"43","4.4677","4.5038","4.5787","4.7038","4.7337","4.7252","4.6845","4.5882","4.4883","4.5165","4.5988","4.6655","4.6708","4.6547","4.6778","4.6597","4.5683","4.482","4.4567","4.4735","4.482","4.204","3.714","3.6817"
"44","3.6763","3.676","3.6833","3.6497","3.6132","3.6357","4.0908","4.5117","3.8535","3.7193","3.7268","3.7178","3.6923","3.6805","3.6667","3.655","3.6622","3.6662","3.6443","3.6137","3.6838","3.7197","3.7107","3.7095"
"45","3.6665","3.6162","3.5905","3.4798","3.3212","3.6597","4.4783","4.4197","4.9558","5.3707","5.401","5.1252","5.254","5.1247","5.0387","5.1115","5.0742","5.0833","5.0087","4.9083","4.8552","4.6798","4.4758","4.379"
"46","4.453","4.3285","4.278","4.41","4.3663","4.6368","4.622","4.4198","5.181","5.5533","6.0075","6.2863","5.9512","5.7638","5.7968","5.6407","5.4842","5.4403","5.4398","5.2483","5.0407","4.983","4.9345","4.9498"
"47","4.9853","4.9293","4.9895","5.1898","4.5335","4.5242","4.148","4.0148","4.5078","5.6522","6.3777","6.4637","6.5022","6.1937","6.1635","6.3552","6.412","6.0493","5.5005","5.3758","5.3648","5.0875","5.0247","5.0802"
"48","4.9692","5.3775","5.2388","4.9198","4.624","4.3462","4.0072","3.7378","4.1387","5.0537","5.9968","6.5163","6.0505","5.689","5.601","5.2987","5.1768","5.0385","4.8762","4.7425","4.4873","4.4648","4.3562","4.4227"
"49","4.4153","4.3642","4.1868","4.1598","4.3068","4.3698","4.066","4.2705","4.9728","5.7863","6.2643","6.1827","5.8583","5.6487","5.4382","5.3268","5.1005","4.9215","4.7437","4.749","4.746","4.7138","4.726","4.6153"
"50","4.3442","4.5238","4.5023","4.4527","4.3793","4.4145","3.959","3.6997","4.1962","4.859","5.2587","5.6215","5.3955","5.291","5.1797","5.0542","4.9707","4.8293","4.7228","4.6895","4.4702","4.2422","4.0977","4.0262"
"51","4.2473","4.6023","4.6163","4.6262","4.5508","4.004","3.728","3.3242","4.2153","5.2372","5.8867","5.5842","5.2497","4.9572","5.0062","4.923","4.9568","4.8165","4.465","4.3407","4.265","4.111","3.9225","4.0893"
"52","4.2207","4.0093","3.944","3.7118","3.6348","3.5395","3.4412","3.5095","4.1007","4.505","4.5435","4.4637","4.5583","4.4217","4.4515","4.4322","4.4537","4.4682","4.3988","4.4227","4.3195","4.3102","4.2893","4.241"
"53","4.3773","4.3825","4.3325","4.359","4.41","4.4112","4.4365","4.462","4.4853","4.6583","4.9343","5.2462","5.3713","5.345","5.329","5.1945","4.8807","4.6588","4.5467","4.5012","4.4725","4.4238","4.4273","4.4187"
"54","4.3468","4.2847","3.9607","3.7397","3.7097","3.5867","3.6137","3.64","4.2032","4.8422","4.7768","5.0048","5.1205","4.8247","4.6835","4.6895","4.5857","4.567","4.4407","4.4095","4.0573","3.7288","3.6332","3.3467"
"55","3.3498","3.3302","3.349","3.1818","2.9877","2.8323","2.9155","3.1425","3.8225","4.9522","5.6897","5.982","5.8607","5.681","5.7137","5.4098","4.81","4.6828","4.7298","4.6772","4.1715","3.9257","4.058","3.8348"
"56","3.6098","3.3015","3.5895","3.6772","3.8253","3.7403","3.6913","3.6477","4.0563","4.8718","5.0723","4.9403","4.9333","4.6575","4.6308","4.5453","4.5038","4.1847","3.9412","3.948","3.956","3.9037","3.8505","3.9143"
"57","3.9352","3.9238","3.8065","3.8378","3.5525","3.485","3.2162","3.1838","3.3477","4.2387","5.1262","5.7265","5.5457","5.1402","5.155","5.0842","5.1417","5.0468","4.6415","4.0727","3.9518","3.7163","3.607","3.3908"
"58","3.3377","3.3188","3.2085","3.2478","3.1797","3.1695","3.1453","3.1598","3.5138","4.3918","5.037","4.9858","4.9818","4.6558","4.3773","4.2537","4.2822","4.2272","4.3022","4.1255","3.944","3.8645","3.7245","3.729"
"59","3.8095","3.357","3.3468","3.4205","3.2272","2.715","2.513","2.467","3.006","3.5733","4.2443","4.5128","4.7673","4.5562","4.4373","4.4313","4.4002","4.1893","4.0763","3.8473","3.8095","3.865","3.7773","3.7507"
"60","3.7175","3.6663","3.595","3.405","3.082","2.9487","2.9102","2.9928","3.505","4.5013","4.7008","4.7107","4.779","4.6548","4.6163","4.4818","4.4605","4.1568","3.8447","3.904","3.757","3.6385","3.5783","3.3126"
"61","3.478","3.5282","3.3283","3.23","3.0443","3.042","3.2128","3.5795","4.2927","5.5543","5.7632","5.9893","5.9733","5.924","5.8403","4.7468","4.504","3.7988","3.7213","3.628","3.6078","3.5153","3.3978","3.3237"
"62","3.2598","3.1972","3.1717","3.2422","3.274","3.2363","3.2762","3.4308","3.6248","4.2898","5.0375","5.5728","5.6557","5.5132","4.682","4.292","3.9888","3.7065","3.7062","3.5145","3.3342","2.894","2.7485","2.7017"
"63","2.5728","2.5143","2.3413","2.2928","2.2095","2.1142","2.2222","2.4395","2.6688","2.8953","3.1072","3.5255","3.7207","4.0427","4.0832","4.0323","3.971","3.78","3.5758","3.4567","3.5082","3.501","3.5588","3.5377"
"64","3.2802","3.1882","3.1262","3.1428","3.0775","3.0473","3.0747","3.1418","3.3505","4.0032","4.5102","4.6617","4.5505","4.519","4.491","4.2948","4.1393","3.9263","3.7855","3.7632","3.7825","3.7892","3.8182","3.9383"
"65","3.9125","3.8143","3.887","3.9298","3.6725","3.1557","2.9945","2.8835","2.9085","2.9362","2.9505","3.6155","4.2438","4.5282","4.9568","4.9442","4.9643","4.8155","4.3668","4.0562","3.944","3.9805","3.9795","3.9615"
"66","3.9805","3.7642","3.6992","3.5845","3.3797","3.1457","3.204","3.2193","3.7713","4.673","0.3733","0.1592","0.1918","0.1987","0.1513","0.2215","0.1462","0.2097","0.186","0.1642","0.2253","0.1498","0.2127","0.1895"
"67","0.1545","0.2298","0.1535","0.1952","0.2132","0.1475","0.2275","0.1622","0.185","0.2192","0.1377","0.1832","0.1857","0.1832","0.183","0.183","0.183","0.1963","0.2178","0.1838","0.1285","0.138","0.1797","0.1347"
"68","0.122","0.122","0.122","0.122","0.139","0.1817","0.183","0.183","0.183","0.1848","0.1862","0.1838","0.183","0.18","0.1312","0.122","0.122","0.13","0.1823","0.1837","0.183","0.1468","0.122","0.1233"
"69","0.1793","0.1858","0.1878","0.1817","0.126","0.122","0.1743","0.1885","0.1835","0.139","0.1375","0.183","0.1442","0.1415","0.1832","0.1545","0.1257","0.1827","0.1723","0.1208","0.1657","0.183","0.1257","0.1507"
"70","0.183","0.145","0.1335","0.183","0.1557","0.1257","0.1832","0.1578","0.1228","0.183","0.1623","0.1193","0.1817","0.167","0.1203","0.169","0.1832","0.1347","0.1313","0.1832","0.176","0.1218","0.1523","0.183"
"71","0.1612","0.1215","0.1663","0.1837","0.1495","0.122","0.1757","0.1832","0.1413","0.122","0.1785","0.1833","0.1515","0.1207","0.1572","0.1837","0.1798","0.1248","0.1225","0.1785","0.1832","0.1745","0.1222","0.123"
"72","0.1802","0.1848","0.1835","0.1687","0.122","0.122","0.1447","0.1832","0.187","0.1872","0.183","0.1815","0.1383","0.122","0.122","0.122","0.1457","0.183","0.1842","0.1908","0.191","0.1853","0.1847","0.1837"
"73","0.1837","0.1845","0.1842","0.1838","0.1835","0.1833","0.1837","0.1833","0.1832","0.183","0.183","0.183","0.183","0.183","0.183","0.183","0.1838","0.1852","0.1888","0.2033","0.2107","0.2095","0.1937","0.1903"
"74","0.1858","0.1837","0.183","0.183","0.183","0.183","0.183","0.183","0.183","0.1823","0.1782","0.1812","5.1318","7.097","7.0448","6.95","6.7667","6.5768","6.361","6.2098","5.983","5.6952","5.4747","5.4058"
"75","5.281","4.9972","4.514","4.2398","4.3305","4.1937","4.2817","4.5427","4.936","6.2058","6.6277","6.8368","6.8947","6.707","6.6127","6.6177","6.5712","6.2828","5.8553","5.7183","5.4732","5.1995","5.1262","5.0655"
"76","5.0658","5.0552","4.4422","4.356","4.3325","4.3123","4.1147","4.3557","4.7013","5.3192","5.7143","5.7733","5.9925","5.9238","5.772","5.717","5.7653","5.6643","5.1972","5.0262","4.8523","4.6448","4.4408","4.3318"
"77","3.9985","4.0243","3.9212","3.9467","3.9493","3.8657","3.992","3.9568","4.4292","4.9655","5.4865","5.5532","5.6683","5.623","5.4475","5.1605","5.0855","4.9358","4.9347","4.6977","4.614","4.46","4.5127","4.49"
"78","4.4445","4.4332","4.432","4.5048","4.5128","4.675","4.7182","4.8455","5.2062","6.3203","7.0042","6.7468","6.817","6.6568","6.6288","6.4452","6.3517","6.0275","5.8258","5.7012","5.5933","5.4105","5.1105","4.2193"
"79","4.154","4.1642","3.906","3.6047","3.5237","3.4365","3.6287","3.8118","4.0425","5.1157","5.4277","5.1257","4.9803","5.0497","5.0762","4.99","4.8783","4.833","4.5673","4.3062","4.1413","4.1533","4.442","4.42"
"80","4.3557","4.2883","4.3232","3.7165","3.6817","3.6507","3.7998","3.8733","4.1125","5.3717","5.8657","6.0497","6.2428","5.8683","5.8002","5.6738","5.4985","5.4933","5.2813","4.9232","4.6508","4.3675","4.1163","4.0022"
"81","3.7652","3.5018","3.394","3.2298","3.2842","3.2562","3.2603","3.4315","3.8415","5.1138","5.8813","6.1827","6.2673","6.2585","6.2393","6.1352","5.8843","5.3918","5.2263","4.7662","4.2677","4.0118","3.9913","3.9027"
"82","3.9405","3.8383","3.5908","3.3282","3.082","3.0303","3.1468","3.2978","3.7642","4.9413","5.6942","5.0643","5.0252","4.9678","4.9668","4.985","4.6627","4.0777","3.8548","4.2562","4.4002","4.1805","4.0043","3.7792"
"83","3.7182","3.572","3.5872","3.5098","3.5295","3.4812","3.7357","4.0563","4.102","5.3773","5.4997","4.9732","4.8305","4.7423","4.8085","4.6898","4.6568","4.5927","4.6022","4.3755","4.3002","4.1548","4.094","3.8173"
"84","3.7407","3.709","3.5837","3.5475","3.3847","3.2785","3.6107","3.7642","4.058","5.3458","5.5787","5.2387","5.5535","5.3772","5.1638","4.7848","4.7232","4.4897","4.0948","4.0703","3.874","3.7578","3.6923","3.5207"
"85","3.416","3.2705","3.2473","3.184","3.1573","3.2045","3.0755","3.3743","3.673","4.8655","5.5722","5.231","5.2785","5.1087","5.0608","5.0548","4.7078","4.4212","4.0813","4.1115","3.985","3.7348","3.3602","2.967"
"86","2.9522","2.6418","2.6867","2.5428","2.426","2.308","2.5355","2.8833","3.3613","4.5753","4.8142","5.1358","5.5255","5.3758","5.2452","5.0618","4.4513","4.1285","3.9092","3.632","3.3755","3.2645","3.137","3.033"
"87","2.4935","2.4372","2.2567","2.2412","2.1937","2.174","2.3718","2.6308","2.99","4.0245","4.366","4.6518","5.024","4.9928","4.9695","4.5593","4.4575","4.3185","3.9155","3.738","3.7225","3.61","3.244","3.0375"
"88","2.8973","2.784","2.7595","2.729","2.759","2.8137","3.016","3.366","3.6678","4.5615","4.777","4.7663","4.6605","4.5925","4.555","4.5568","4.3348","4.0747","3.7773","3.7203","3.6668","3.5972","3.651","3.7333"
"89","3.71","3.4037","3.3502","3.3245","3.204","3.1133","3.0283","3.4922","3.6677","4.498","4.9692","4.7663","4.7702","4.0342","3.742","3.7877","3.8918","3.8672","3.7438","3.6188","3.457","3.2948","2.9855","2.5938"
"90","2.3587","2.0938","1.8843","1.7687","1.7348","1.6455","2.094","2.3492","2.4937","3.9062","4.4985","4.4815","4.4232","4.0688","3.8723","4.4032","5.0745","4.9783","4.8475","4.573","4.456","4.48","4.4123","4.2752"
"91","4.3645","4.3877","4.3805","4.4673","4.4215","4.4605","4.5925","4.8345","5.3918","6.1973","6.6227","5.0405","4.9943","4.7063","4.7152","4.5765","4.5008","4.4398","4.0865","3.8873","3.6313","3.4587","3.4042","3.342"
"92","3.384","3.1877","3.0905","2.9453","2.7295","2.8615","2.8307","3.2003","3.2498","3.3993","4.7165","4.089","3.8473","4.0882","4.2132","4.3153","4.3743","4.1238","4.2478","4.332","4.3105","4.2178","4.291","4.2198"
"93","4.274","4.126","4.1077","3.938","3.8465","3.8592","3.8118","3.9873","4.1288","4.6462","5.3443","5.7808","6.2397","5.74","5.6957","5.6232","5.5402","4.9462","4.6148","4.6698","4.6518","4.6217","4.5772","4.4802"
"94","4.3878","4.376","4.4372","4.3825","3.9482","3.941","3.8245","4.1748","4.8158","5.5357","6.062","6.1952","6.468","6.1912","6.1817","6.1037","5.9633","5.892","5.7445","5.3408","5.0413","4.8943","4.766","4.593"
"95","4.6228","4.53","4.2565","4.1337","4.1235","4.1782","4.6473","4.8927","5.0378","6.2035","6.9082","6.8777","6.9787","6.8303","6.736","6.6278","6.3823","6.0535","5.8618","5.5447","5.1387","5.084","5.0792","5.1585"
"96","4.9862","4.886","4.8637","4.7933","4.6853","4.7567","4.8953","5.1902","4.781","6.049","6.5323","6.3075","6.3473","5.8643","5.8488","5.8302","5.7273","5.6633","5.4782","5.4063","5.122","4.8733","4.6498","4.5855"
"97","4.5443","4.5427","4.4327","4.417","4.4582","4.5615","4.6413","4.7648","5.096","5.698","6.4632","6.3955","6.5637","6.4193","6.273","5.9732","5.8793","5.7997","5.6395","5.539","5.3758","5.1622","4.973","4.9312"
"98","4.932","4.8243","4.9388","5.0357","4.792","4.4487","4.4798","4.9713","5.147","5.9793","6.2128","6.0162","5.8645","5.6238","5.5727","5.4138","5.4133","5.2535","5.1075","4.9927","4.7562","4.5837","4.5012","4.4263"
"99","4.3595","4.1387","3.9342","4.1258","4.7542","4.8465","5.3422","5.8455","6.0637","6.8877","7.5245","5.2348","5.1648","4.766","4.6483","4.5412","4.3523","4.1892","4.0818","3.7398","3.623","3.379","3.1568","2.731"
"100","2.4645","2.4177","3.1697","4.632","4.6345","4.6258","4.8402","5.3003","5.0557","5.8628","6.441","6.2022","6.0308","5.6825","5.6822","5.675","5.6345","5.5245","5.2907","5.0523","4.8217","4.658","4.6177","4.643"
"101","4.6578","4.6425","4.6328","4.6352","4.6548","4.6337","4.6703","5.0048","5.1072","5.3145","5.2205","4.9535","5.4637","5.402","5.4425","5.432","5.4323","5.2758","4.9493","4.7763","4.6843","4.6615","4.639","4.6107"
"102","4.546","4.4232","4.3595","4.6155","4.534","4.2418","4.0827","4.6385","4.6602","5.3997","5.7258","5.833","6.1218","6.0613","6.0107","6.3067","6.309","6.1907","6.0302","5.806","5.6975","5.6135","5.342","5.116"
"103","4.2782","4.709","4.863","4.826","4.7715","4.7325","4.819","4.8807","4.9315","4.9363","4.7085","3.881","3.648","3.6023","3.6172","3.8015","3.704","3.7553","3.8317","3.6922","3.7367","3.7842","3.8117","4.0393"
"104","4.1327","4.122","4.143","3.9573","3.6648","3.4992","3.8875","3.8867","3.8683","4.451","5.097","5.3678","5.6092","5.6415","5.2637","5.1452","5.138","5.1105","4.8263","4.5702","4.3225","4.2662","3.9963","3.9297"
"105","3.861","3.8298","3.8265","3.7943","3.7728","3.6763","3.7852","4.1218","4.2183","4.9363","5.6843","5.6268","5.7067","5.4705","5.3402","5.296","5.0652","4.9598","4.9063","4.8525","4.6788","4.2557","3.9847","3.8388"
"106","3.7477","3.6957","3.6645","3.6192","3.6425","3.7442","3.8283","4.058","4.603","4.9998","5.5335","5.623","5.6558","5.8493","5.8763","5.8058","5.7132","5.581","5.263","5.0032","4.2312","4.0972","4.1792","4.3237"
"107","4.408","4.2975","4.1618","4.0733","3.816","3.5372","3.4375","3.6318","3.8455","4.039","4.1675","4.227","4.1817","3.9648","3.458","3.1005","3.1107","3.1873","3.2268","3.7455","3.8412","3.751","3.7058","3.6672"
"108","3.669","3.6895","3.7057","3.647","3.5063","3.4132","3.376","3.4667","3.5457","3.623","3.6202","3.4945","3.2025","3.1005","3.3958","3.6385","3.786","3.834","3.7832","3.4703","3.1185","3.0323","3.0017","2.8875"
"109","2.9467","2.9327","2.8682","2.8193","2.8607","2.8218","3.0993","3.7315","3.896","4.4853","4.8482","4.846","4.8623","4.88","4.274","3.833","3.8472","3.8773","3.8683","3.8482","3.8337","3.7758","3.6103","3.3483"
"110","3.15","3.1337","3.079","2.9935","3.009","2.9692","3.389","3.979","3.9293","4.8895","5.6888","5.7688","5.8753","5.7385","5.6847","5.6212","4.7862","3.8948","3.8032","3.2888","2.8625","2.7258","2.5637","2.576"
"111","2.5955","2.6608","2.7742","2.8352","2.771","2.757","2.8147","3.1942","3.4102","4.2125","4.8407","4.8835","4.876","4.7903","4.794","4.5255","4.0917","3.9508","3.55","3.093","2.8608","2.612","2.3827","2.2285"
"112","2.2352","2.178","2.0978","2.1238","2.1268","2.0943","2.3792","2.9573","3.0502","3.4368","4.0093","4.291","4.6343","4.3675","4.29","4.034","3.9632","3.8655","3.794","3.6375","3.2143","2.9125","2.9433","2.8413"
"113","2.9098","2.8367","2.8685","2.8402","2.5323","2.3987","2.5523","3.053","3.106","3.5808","3.9532","3.9258","3.9727","4.0022","4.5327","4.4427","4.4335","4.3038","4.0978","3.9625","3.8948","3.7987","3.715","3.65"
"114","3.557","3.2625","3.2872","3.2955","3.1508","3.1115","3.7537","4.6867","4.065","4.4828","4.8812","4.8775","4.7968","4.256","4.2497","4.2253","4.2052","4.1592","3.9045","3.5905","3.2868","3.2537","3.0398","2.7893"
"115","2.8095","2.5515","2.2947","2.27","2.2727","2.2198","2.4873","3.2305","3.2948","4.1242","4.8282","4.9342","4.6178","4.5833","4.303","4.0207","3.9933","3.8787","3.6717","3.3735","3.0438","2.886","2.8205","2.7992"
